275350, 2778, 1823, 2491, 70, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299274, 2745, 1975, 2397, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299306, 2715, 1962, 2416, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299339, 2694, 1966, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299372, 2735, 1952, 2415, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299405, 2745, 1974, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299438, 2718, 1979, 2430, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299471, 2721, 1959, 2410, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299504, 2750, 1958, 2427, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299537, 2731, 1959, 2428, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299570, 2722, 1981, 2456, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299603, 2731, 1951, 2415, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299651, 2729, 1969, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299699, 2705, 1953, 2445, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299747, 2721, 1951, 2444, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299795, 2733, 1937, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299844, 2735, 1953, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299892, 2725, 1938, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299940, 2739, 1969, 2420, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299988, 2726, 1956, 2453, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300036, 2738, 1936, 2416, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300085, 2731, 1963, 2426, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300114, 2725, 1975, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300144, 2730, 1953, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300174, 2722, 1948, 2453, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300204, 2705, 1963, 2444, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300234, 2758, 1958, 2431, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300264, 2726, 1946, 2423, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300294, 2751, 1947, 2428, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300324, 2721, 1968, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300354, 2721, 1958, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300384, 2738, 1963, 2422, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300414, 2728, 1958, 2411, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300458, 2716, 1937, 2432, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300503, 2737, 1947, 2457, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300548, 2751, 1983, 2434, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300593, 2727, 1966, 2429, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300638, 2734, 1949, 2420, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
300683, 2760, 1943, 2433, 75, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
