385685, 1169, 2143, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409462, 867, 2352, 3281, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409504, 849, 2359, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409547, 852, 2363, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409589, 851, 2349, 3278, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409632, 877, 2398, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409674, 859, 2350, 3294, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409717, 825, 2358, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409754, 844, 2322, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409791, 838, 2347, 3280, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409828, 812, 2369, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409865, 823, 2361, 3281, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409902, 831, 2370, 3320, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409939, 849, 2325, 3281, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409976, 826, 2362, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
410013, 832, 2356, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
410050, 880, 2352, 3276, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
