440597, 2254, 1995, 2877, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465333, 2196, 2110, 2809, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465373, 2201, 2076, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465412, 2194, 2092, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465452, 2198, 2109, 2804, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465491, 2184, 2125, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465530, 2191, 2112, 2803, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465570, 2239, 2081, 2804, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465609, 2202, 2110, 2827, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465649, 2160, 2099, 2834, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465687, 2186, 2097, 2795, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465726, 2186, 2094, 2850, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465764, 2205, 2137, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465803, 2195, 2106, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465841, 2193, 2110, 2835, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465880, 2222, 2110, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465918, 2181, 2104, 2809, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465957, 2198, 2127, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465995, 2177, 2115, 2834, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466034, 2198, 2112, 2816, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466071, 2184, 2126, 2809, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466108, 2183, 2112, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466145, 2180, 2108, 2833, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466182, 2193, 2110, 2800, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466219, 2161, 2109, 2819, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466256, 2170, 2108, 2802, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466293, 2199, 2108, 2829, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466330, 2187, 2095, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466367, 2201, 2102, 2824, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466404, 2188, 2108, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466441, 2196, 2117, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466485, 2156, 2120, 2821, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466530, 2183, 2099, 2818, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466575, 2180, 2113, 2840, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466620, 2165, 2121, 2834, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466665, 2149, 2114, 2831, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466709, 2179, 2091, 2829, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466754, 2179, 2104, 2842, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466799, 2170, 2124, 2833, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466844, 2177, 2121, 2831, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466889, 2157, 2110, 2845, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466924, 2186, 2105, 2821, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466960, 2185, 2094, 2812, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
466995, 2180, 2118, 2835, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467031, 2160, 2128, 2838, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467067, 2174, 2109, 2818, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467102, 2204, 2098, 2830, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467138, 2193, 2095, 2835, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467174, 2169, 2103, 2845, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467209, 2165, 2122, 2827, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467245, 2179, 2120, 2845, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467281, 2169, 2128, 2812, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467316, 2188, 2095, 2824, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467352, 2196, 2071, 2830, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467388, 2214, 2085, 2830, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467424, 2176, 2145, 2835, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467460, 2190, 2095, 2810, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467496, 2184, 2091, 2818, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467532, 2183, 2101, 2816, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467568, 2187, 2114, 2826, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467604, 2183, 2103, 2844, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467640, 2171, 2097, 2839, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467679, 2183, 2085, 2844, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467718, 2164, 2114, 2828, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467757, 2160, 2165, 2813, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467796, 2197, 2099, 2803, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467835, 2212, 2093, 2817, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467874, 2181, 2100, 2834, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467913, 2169, 2096, 2820, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467952, 2191, 2110, 2820, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
467991, 2160, 2141, 2836, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468031, 2163, 2138, 2807, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468067, 2160, 2119, 2820, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468104, 2189, 2095, 2813, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468140, 2190, 2073, 2827, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468177, 2187, 2137, 2828, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468214, 2191, 2135, 2833, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468250, 2174, 2093, 2823, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468287, 2160, 2112, 2822, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468324, 2168, 2122, 2825, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468360, 2168, 2105, 2841, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468397, 2199, 2103, 2830, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468434, 2189, 2078, 2837, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468474, 2172, 2146, 2835, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468515, 2142, 2122, 2828, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468555, 2208, 2095, 2801, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468596, 2213, 2081, 2844, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468637, 2179, 2099, 2834, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468677, 2167, 2102, 2833, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468718, 2187, 2102, 2835, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468758, 2187, 2096, 2826, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468799, 2179, 2105, 2823, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468840, 2183, 2100, 2831, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468878, 2196, 2114, 2819, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468916, 2179, 2086, 2831, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468955, 2201, 2125, 2817, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
468993, 2215, 2080, 2822, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469032, 2192, 2098, 2814, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469070, 2183, 2129, 2823, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469108, 2175, 2110, 2811, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469147, 2189, 2099, 2820, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469185, 2187, 2081, 2830, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469224, 2176, 2118, 2833, 84, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469259, 2181, 2149, 2830, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469295, 2214, 2106, 2771, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469330, 2207, 2090, 2821, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469366, 2207, 2097, 2821, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469402, 2183, 2128, 2826, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469437, 2184, 2102, 2819, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469473, 2193, 2116, 2825, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469509, 2187, 2116, 2813, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469544, 2168, 2096, 2824, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469580, 2197, 2102, 2820, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469616, 2189, 2108, 2819, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469656, 2175, 2107, 2816, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469696, 2176, 2103, 2810, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469736, 2198, 2095, 2798, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469777, 2186, 2133, 2822, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469817, 2188, 2103, 2835, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469857, 2185, 2090, 2834, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469898, 2187, 2097, 2834, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469938, 2148, 2135, 2832, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
469978, 2167, 2119, 2827, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470019, 2213, 2098, 2825, 83, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470059, 2205, 2092, 2840, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470100, 2164, 2108, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470141, 2176, 2119, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470182, 2179, 2128, 2844, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470223, 2164, 2130, 2812, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470263, 2215, 2093, 2825, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470304, 2210, 2088, 2857, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470345, 2184, 2095, 2834, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470386, 2185, 2121, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470427, 2159, 2132, 2828, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470468, 2170, 2122, 2833, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470504, 2189, 2092, 2824, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470541, 2181, 2122, 2839, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470578, 2183, 2119, 2843, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470615, 2203, 2075, 2837, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470652, 2182, 2066, 2834, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470689, 2165, 2123, 2816, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470726, 2173, 2118, 2814, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470763, 2226, 2093, 2796, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470800, 2205, 2075, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470837, 2178, 2109, 2809, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470883, 2196, 2110, 2829, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470929, 2215, 2095, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
470975, 2197, 2099, 2837, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471021, 2184, 2119, 2818, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471068, 2186, 2111, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471114, 2177, 2140, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471160, 2200, 2109, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471206, 2200, 2112, 2811, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471252, 2179, 2110, 2818, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471299, 2195, 2112, 2829, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471329, 2180, 2106, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471360, 2177, 2141, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471390, 2192, 2111, 2823, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471421, 2189, 2113, 2818, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471451, 2165, 2137, 2822, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471482, 2177, 2122, 2817, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471512, 2219, 2124, 2809, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471543, 2186, 2104, 2825, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471573, 2147, 2108, 2847, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471604, 2200, 2122, 2805, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471635, 2165, 2113, 2828, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471675, 2166, 2120, 2813, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471716, 2176, 2124, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471756, 2175, 2085, 2826, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471797, 2177, 2109, 2827, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471838, 2181, 2135, 2833, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471878, 2200, 2119, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471919, 2159, 2098, 2828, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
471959, 2167, 2096, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472000, 2203, 2120, 2822, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472041, 2191, 2094, 2844, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472077, 2182, 2096, 2829, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472113, 2181, 2109, 2849, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472149, 2189, 2132, 2823, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472185, 2191, 2114, 2838, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472221, 2178, 2111, 2802, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472258, 2195, 2124, 2827, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472294, 2204, 2119, 2796, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472330, 2172, 2089, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472366, 2176, 2121, 2838, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472402, 2186, 2122, 2825, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472439, 2175, 2122, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472478, 2193, 2084, 2807, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472517, 2183, 2108, 2812, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472556, 2184, 2122, 2817, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472596, 2193, 2120, 2822, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472635, 2192, 2094, 2815, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472674, 2190, 2122, 2819, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472714, 2187, 2097, 2798, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472753, 2195, 2111, 2819, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472792, 2196, 2111, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472832, 2200, 2090, 2832, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472873, 2192, 2079, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472915, 2176, 2151, 2790, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472957, 2160, 2133, 2808, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
472999, 2199, 2117, 2811, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473041, 2194, 2110, 2804, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473082, 2192, 2169, 2800, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473124, 2196, 2092, 2824, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473166, 2208, 2119, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473208, 2178, 2149, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473250, 2165, 2155, 2780, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473285, 2185, 2125, 2812, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473320, 2160, 2136, 2816, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473356, 2171, 2153, 2807, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473391, 2184, 2122, 2807, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473427, 2169, 2141, 2788, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473462, 2181, 2145, 2790, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473498, 2178, 2141, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
473533, 2161, 2187, 2800, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
