185119, 1809, 2338, 2891, 80, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210175, 1624, 2676, 2690, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210215, 1686, 2686, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210254, 1695, 2652, 2705, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210293, 1659, 2660, 2695, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210333, 1651, 2681, 2701, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210369, 1676, 2679, 2704, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210406, 1660, 2682, 2685, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210442, 1649, 2666, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210479, 1654, 2679, 2691, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210515, 1692, 2670, 2697, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210552, 1681, 2694, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210588, 1641, 2665, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210625, 1666, 2672, 2700, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210661, 1672, 2669, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210698, 1706, 2650, 2679, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210735, 1660, 2684, 2692, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210789, 1639, 2698, 2690, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210843, 1685, 2684, 2681, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210897, 1666, 2672, 2692, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210951, 1635, 2686, 2690, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211005, 1660, 2689, 2686, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211059, 1689, 2660, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211113, 1668, 2687, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211167, 1635, 2692, 2679, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211221, 1689, 2670, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211275, 1638, 2682, 2687, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211300, 1625, 2697, 2691, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211326, 1628, 2701, 2689, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211352, 1664, 2668, 2682, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211377, 1647, 2687, 2681, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211403, 1649, 2695, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211429, 1655, 2688, 2681, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211454, 1665, 2688, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211480, 1683, 2669, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211506, 1672, 2689, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211532, 1645, 2693, 2680, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211568, 1638, 2713, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211605, 1641, 2699, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211642, 1667, 2673, 2669, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211678, 1722, 2664, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211715, 1650, 2684, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211752, 1645, 2695, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211789, 1663, 2686, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211825, 1648, 2704, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211862, 1650, 2705, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211899, 1662, 2699, 2665, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211936, 1671, 2684, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
211976, 1631, 2706, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212016, 1661, 2673, 2656, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212057, 1669, 2694, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212097, 1673, 2690, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212138, 1656, 2676, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212178, 1662, 2692, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212218, 1637, 2681, 2692, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212259, 1630, 2697, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212299, 1658, 2699, 2689, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212340, 1693, 2678, 2665, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212379, 1663, 2663, 2684, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212418, 1633, 2684, 2696, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212457, 1667, 2676, 2655, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212496, 1666, 2699, 2667, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212536, 1651, 2700, 2689, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212575, 1646, 2698, 2649, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212614, 1674, 2672, 2698, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212653, 1662, 2672, 2651, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212692, 1645, 2692, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212732, 1665, 2698, 2667, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212768, 1671, 2729, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212805, 1655, 2692, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212842, 1619, 2673, 2700, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212878, 1615, 2733, 2667, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212915, 1635, 2693, 2658, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212952, 1685, 2684, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
212989, 1678, 2689, 2659, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213025, 1643, 2686, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213062, 1626, 2709, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213099, 1661, 2717, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213136, 1649, 2689, 2656, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213178, 1637, 2693, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213220, 1653, 2691, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213262, 1652, 2687, 2678, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213304, 1651, 2700, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213347, 1655, 2706, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213389, 1640, 2700, 2664, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213431, 1644, 2718, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213473, 1678, 2699, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213515, 1672, 2682, 2651, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213558, 1620, 2707, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213596, 1611, 2715, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213634, 1628, 2726, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213672, 1686, 2676, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213710, 1673, 2668, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213748, 1630, 2725, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213786, 1630, 2728, 2672, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213824, 1602, 2717, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213862, 1647, 2702, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213900, 1672, 2693, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213938, 1662, 2673, 2655, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
213976, 1680, 2705, 2652, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214010, 1650, 2700, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214044, 1650, 2709, 2681, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214078, 1652, 2684, 2678, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214112, 1682, 2681, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214147, 1669, 2674, 2693, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214181, 1624, 2716, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214215, 1635, 2709, 2665, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214249, 1698, 2689, 2665, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214283, 1685, 2667, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214318, 1668, 2712, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214356, 1629, 2703, 2678, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214395, 1655, 2708, 2682, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214433, 1629, 2708, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214472, 1658, 2697, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214511, 1665, 2712, 2679, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214549, 1652, 2679, 2684, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214588, 1664, 2671, 2651, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214626, 1659, 2705, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214665, 1661, 2700, 2679, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214704, 1660, 2699, 2652, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214741, 1653, 2690, 2658, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214778, 1631, 2712, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214816, 1610, 2720, 2684, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214853, 1661, 2716, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214891, 1685, 2683, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214928, 1648, 2695, 2657, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
214966, 1626, 2724, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215003, 1658, 2725, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215041, 1640, 2731, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215078, 1634, 2718, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215116, 1659, 2685, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215159, 1653, 2690, 2672, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215203, 1658, 2705, 2647, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215246, 1646, 2713, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215290, 1639, 2710, 2655, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215333, 1651, 2701, 2672, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215377, 1657, 2705, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215420, 1676, 2714, 2669, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215464, 1638, 2708, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215507, 1599, 2722, 2653, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215551, 1670, 2711, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215585, 1683, 2701, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215619, 1642, 2695, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215653, 1605, 2724, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215687, 1661, 2707, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215721, 1639, 2726, 2646, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215755, 1619, 2707, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215789, 1641, 2709, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215823, 1660, 2723, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215857, 1647, 2726, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215891, 1651, 2707, 2649, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215926, 1634, 2723, 2669, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
215966, 1635, 2703, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216007, 1648, 2694, 2647, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216047, 1663, 2694, 2682, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216088, 1618, 2723, 2673, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216129, 1609, 2710, 2664, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216169, 1652, 2709, 2653, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216210, 1721, 2689, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216250, 1647, 2668, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216291, 1628, 2697, 2681, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216332, 1659, 2721, 2678, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216377, 1651, 2721, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216422, 1655, 2687, 2684, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216468, 1650, 2701, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216513, 1654, 2695, 2664, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216559, 1634, 2711, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216604, 1671, 2701, 2654, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216649, 1640, 2709, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216695, 1650, 2683, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216740, 1667, 2678, 2663, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216786, 1660, 2698, 2659, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216816, 1670, 2688, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216847, 1642, 2719, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216878, 1608, 2740, 2677, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216909, 1672, 2719, 2638, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216940, 1702, 2692, 2664, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
216970, 1645, 2723, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217001, 1634, 2721, 2670, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217032, 1638, 2711, 2648, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217063, 1668, 2709, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217094, 1635, 2716, 2686, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217125, 1629, 2727, 2682, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217167, 1644, 2712, 2665, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217209, 1649, 2718, 2644, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217251, 1625, 2728, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217293, 1628, 2704, 2660, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217335, 1664, 2706, 2671, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217377, 1672, 2690, 2662, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217419, 1665, 2694, 2667, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217461, 1625, 2707, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217503, 1605, 2731, 2674, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217546, 1625, 2711, 2649, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217581, 1675, 2694, 2647, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217616, 1686, 2709, 2653, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217652, 1653, 2699, 2664, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217687, 1643, 2721, 2659, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217723, 1665, 2700, 2657, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217758, 1613, 2717, 2689, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217794, 1621, 2732, 2667, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217829, 1660, 2706, 2669, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217865, 1645, 2697, 2675, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217900, 1640, 2734, 2666, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217936, 1647, 2728, 2651, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
217976, 1660, 2696, 2672, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218017, 1646, 2710, 2646, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218057, 1625, 2710, 2661, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218098, 1645, 2699, 2656, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218138, 1664, 2702, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218179, 1596, 2729, 2639, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218219, 1620, 2736, 2650, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218260, 1675, 2728, 2649, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218300, 1673, 2716, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218341, 1626, 2725, 2668, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218378, 1636, 2710, 2658, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218415, 1646, 2717, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218453, 1605, 2742, 2645, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218490, 1607, 2727, 2666, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
