136411, 2510, 1815, 2854, 102, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160258, 2263, 2080, 2806, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160299, 2260, 2111, 2814, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160341, 2310, 2072, 2779, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160382, 2273, 2075, 2810, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160424, 2251, 2078, 2730, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160465, 2265, 2129, 2812, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160506, 2230, 2084, 2795, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160548, 2259, 2062, 2783, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160589, 2272, 2071, 2794, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160631, 2296, 2045, 2780, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160667, 2255, 2064, 2776, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160704, 2219, 2119, 2782, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160740, 2234, 2096, 2776, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160777, 2273, 2094, 2810, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160813, 2246, 2084, 2805, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160850, 2276, 2079, 2768, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160886, 2281, 2058, 2778, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160923, 2304, 2086, 2781, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160959, 2236, 2145, 2789, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160996, 2196, 2117, 2771, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161033, 2264, 2133, 2741, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161073, 2282, 2094, 2853, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161114, 2263, 1982, 2755, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161155, 2396, 1925, 2594, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161195, 2299, 2159, 2684, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161236, 2109, 2365, 2753, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161277, 2100, 2289, 2762, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161317, 2274, 2150, 2821, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161358, 2281, 2096, 2741, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161399, 2249, 2177, 2723, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161440, 2186, 2276, 2692, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161479, 2187, 2339, 2679, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161518, 2210, 2214, 2692, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161557, 2230, 2243, 2715, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161596, 2178, 2255, 2718, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161635, 2177, 2258, 2701, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161674, 2158, 2273, 2716, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161713, 2113, 2322, 2739, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161752, 2181, 2344, 2682, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161791, 2217, 2269, 2638, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161831, 2183, 2320, 2596, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161867, 2173, 2439, 2545, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161904, 2089, 2575, 2651, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161940, 2053, 2546, 2650, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
161977, 2008, 2557, 2608, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
162013, 2026, 2386, 2656, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
162050, 2115, 2280, 2605, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
162086, 2289, 2412, 2492, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
162123, 2328, 2238, 2679, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
162159, 2405, 2039, 2782, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
