157524, -1654, 1614, -3417, 85, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191687, -861, 1635, -3669, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191728, -807, 1656, -3669, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191769, -854, 1633, -3651, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191810, -857, 1618, -3664, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191850, -858, 1639, -3728, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191891, -837, 1627, -3694, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191932, -841, 1627, -3652, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191973, -860, 1637, -3664, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192014, -843, 1639, -3650, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192055, -839, 1655, -3667, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192090, -832, 1642, -3632, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192126, -823, 1667, -3629, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192162, -817, 1668, -3613, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192198, -849, 1633, -3614, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192234, -854, 1656, -3629, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192270, -813, 1665, -3659, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192306, -835, 1673, -3674, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192342, -823, 1700, -3615, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192378, -812, 1702, -3615, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192414, -810, 1658, -3622, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192459, -779, 1666, -3599, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192505, -788, 1636, -3578, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192550, -800, 1647, -3581, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192596, -838, 1677, -3688, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192641, -782, 1581, -3748, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192687, -862, 1639, -3685, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192732, -829, 1611, -3699, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192778, -872, 1574, -3708, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192823, -826, 1580, -3778, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192869, -841, 1552, -3700, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192899, -832, 1600, -3735, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192930, -794, 1659, -3650, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192961, -825, 1640, -3743, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
192992, -812, 1666, -3685, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193023, -747, 1763, -3819, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193054, -788, 1740, -3603, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193085, -796, 1697, -3667, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193116, -770, 1705, -3678, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193147, -822, 1708, -3630, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193178, -801, 1683, -3697, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193209, -772, 1666, -3749, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193254, -909, 1620, -3661, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193299, -859, 1607, -3580, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193344, -970, 1627, -3585, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193389, -860, 1536, -3616, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193434, -926, 1678, -3600, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193479, -786, 1651, -3731, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193524, -875, 1591, -3710, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193569, -911, 1548, -3693, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193614, -909, 1518, -3668, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193659, -873, 1430, -3710, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193691, -883, 1424, -3642, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193723, -944, 1391, -3728, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193755, -894, 1354, -3882, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193787, -812, 1402, -3916, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193819, -833, 1406, -3747, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193851, -861, 1299, -3633, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193883, -926, 1316, -3613, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193915, -943, 1352, -3642, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193947, -907, 1371, -3764, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
193979, -954, 1399, -3777, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194012, -949, 1444, -3781, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194054, -925, 1447, -3813, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194097, -912, 1439, -3735, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194139, -973, 1434, -3755, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194182, -912, 1377, -3710, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194225, -894, 1461, -3738, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194267, -873, 1475, -3681, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194310, -933, 1464, -3587, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194352, -945, 1520, -3609, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194395, -935, 1544, -3639, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194438, -905, 1519, -3652, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194476, -934, 1529, -3795, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194514, -869, 1599, -3923, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194553, -821, 1707, -3738, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194591, -874, 1694, -3593, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194630, -929, 1674, -3502, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194668, -1008, 1668, -3554, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194706, -972, 1672, -3571, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194745, -965, 1710, -3656, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194783, -918, 1676, -3699, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194822, -911, 1607, -3626, 89, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194860, -970, 1594, -3645, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194898, -961, 1613, -3663, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194936, -934, 1604, -3668, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
194974, -953, 1640, -3652, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195012, -951, 1637, -3660, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195051, -932, 1661, -3627, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195089, -919, 1690, -3631, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195127, -894, 1662, -3625, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195165, -878, 1654, -3593, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195203, -855, 1692, -3608, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195242, -875, 1679, -3604, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195278, -873, 1624, -3615, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195315, -859, 1633, -3616, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195351, -863, 1605, -3658, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195388, -867, 1627, -3677, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195424, -868, 1598, -3672, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195461, -858, 1649, -3673, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195497, -851, 1607, -3681, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195534, -878, 1602, -3639, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195570, -898, 1605, -3674, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195607, -884, 1604, -3642, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195647, -879, 1602, -3674, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195687, -896, 1581, -3681, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195727, -895, 1594, -3681, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195767, -888, 1561, -3641, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195808, -875, 1531, -3624, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195848, -898, 1528, -3662, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195888, -899, 1535, -3682, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195928, -896, 1535, -3708, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
195968, -864, 1560, -3665, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196009, -901, 1586, -3689, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196044, -881, 1595, -3672, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196080, -919, 1585, -3669, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196116, -925, 1580, -3660, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196152, -937, 1624, -3663, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196188, -917, 1588, -3657, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196223, -920, 1581, -3643, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196259, -904, 1583, -3641, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196295, -906, 1567, -3662, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196331, -865, 1598, -3675, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196367, -892, 1615, -3665, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196403, -885, 1612, -3605, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196445, -893, 1600, -3612, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196487, -879, 1625, -3656, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196529, -863, 1619, -3661, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196571, -870, 1639, -3663, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196613, -872, 1628, -3625, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196655, -862, 1662, -3624, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196697, -851, 1628, -3622, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196739, -815, 1649, -3615, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196781, -836, 1668, -3637, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196824, -836, 1678, -3690, 93, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196860, -878, 1664, -3623, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196896, -863, 1648, -3624, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196932, -872, 1668, -3595, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
196968, -858, 1634, -3649, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197004, -848, 1653, -3674, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197041, -874, 1669, -3666, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197077, -851, 1645, -3657, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197113, -847, 1617, -3663, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197149, -846, 1587, -3672, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197185, -821, 1606, -3684, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197222, -877, 1610, -3638, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197260, -824, 1597, -3685, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197298, -821, 1629, -3675, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197336, -865, 1630, -3717, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197374, -817, 1633, -3572, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197412, -769, 1676, -3685, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197450, -806, 1654, -3654, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197488, -785, 1639, -3709, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197526, -806, 1646, -3670, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197564, -822, 1621, -3723, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197602, -792, 1637, -3721, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197648, -779, 1649, -3674, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197694, -787, 1634, -3644, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197740, -737, 1660, -3657, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197786, -749, 1628, -3699, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197832, -761, 1644, -3710, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197878, -740, 1641, -3632, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197924, -760, 1625, -3686, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
197970, -775, 1612, -3700, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198016, -775, 1622, -3686, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198062, -805, 1647, -3680, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198091, -783, 1623, -3685, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198121, -814, 1593, -3684, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198151, -819, 1604, -3713, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198181, -845, 1616, -3682, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198211, -809, 1583, -3677, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198241, -809, 1580, -3680, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198271, -796, 1575, -3705, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198301, -763, 1638, -3711, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198331, -755, 1645, -3691, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198361, -759, 1634, -3614, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198391, -754, 1671, -3667, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198433, -744, 1704, -3642, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198475, -749, 1672, -3605, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198517, -792, 1678, -3633, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198559, -792, 1681, -3619, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198602, -804, 1664, -3626, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198644, -813, 1654, -3649, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198686, -839, 1621, -3654, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198728, -819, 1598, -3664, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198770, -831, 1602, -3707, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198813, -819, 1595, -3656, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198851, -837, 1576, -3628, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198890, -839, 1590, -3671, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198929, -829, 1615, -3652, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
198967, -872, 1639, -3648, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199006, -872, 1598, -3616, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199045, -905, 1601, -3666, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199084, -881, 1587, -3706, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199122, -876, 1598, -3696, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199161, -883, 1614, -3682, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199200, -867, 1593, -3669, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199239, -871, 1591, -3711, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199275, -858, 1612, -3679, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199312, -844, 1600, -3684, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199349, -841, 1631, -3639, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199386, -830, 1637, -3634, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199423, -815, 1628, -3635, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199459, -807, 1622, -3667, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199496, -815, 1638, -3685, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199533, -809, 1660, -3661, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199570, -842, 1655, -3636, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199607, -843, 1618, -3645, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199653, -868, 1653, -3676, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199700, -859, 1610, -3704, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199746, -847, 1623, -3686, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199793, -837, 1619, -3688, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199839, -866, 1581, -3659, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199886, -839, 1617, -3638, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199932, -814, 1643, -3668, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
199979, -797, 1636, -3624, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200025, -792, 1667, -3633, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200072, -819, 1666, -3578, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200102, -812, 1667, -3611, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200132, -805, 1678, -3611, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200163, -809, 1657, -3645, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200193, -786, 1717, -3625, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200224, -813, 1675, -3622, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200254, -819, 1639, -3636, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200285, -794, 1649, -3690, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200315, -810, 1618, -3706, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200346, -795, 1616, -3676, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200376, -802, 1628, -3661, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200407, -813, 1658, -3667, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200448, -789, 1665, -3689, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200489, -790, 1683, -3678, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200531, -767, 1665, -3656, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200572, -780, 1665, -3660, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200614, -764, 1662, -3632, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200655, -770, 1628, -3657, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200696, -740, 1668, -3659, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200738, -739, 1675, -3670, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200779, -741, 1694, -3611, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200821, -743, 1638, -3643, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200855, -735, 1668, -3680, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200890, -720, 1638, -3639, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200924, -770, 1600, -3669, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200959, -793, 1588, -3675, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
200994, -808, 1588, -3704, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
201028, -862, 1614, -3697, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
201063, -851, 1616, -3724, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
201098, -778, 1648, -3746, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
201132, -766, 1651, -3734, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
201167, -771, 1623, -3645, 92, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
