300423, 141, 4158, -214, 81, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326339, 101, 3986, -1017, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326377, 112, 3965, -1005, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326415, 103, 3921, -997, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326454, 122, 4006, -1009, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326492, 144, 3962, -1008, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326530, 111, 3954, -1048, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326568, 122, 3965, -1022, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326606, 129, 3977, -1019, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326644, 111, 3968, -1037, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326682, 119, 3962, -1063, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326720, 130, 3976, -1049, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326758, 89, 3983, -1045, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326796, 119, 3941, -1026, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326834, 105, 3949, -1060, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326870, 121, 3942, -1025, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326906, 92, 3980, -1130, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326943, 114, 3972, -1038, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326979, 94, 3949, -1026, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327015, 102, 3954, -1071, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327052, 116, 3933, -1070, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327088, 102, 3979, -1077, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327124, 98, 3959, -1057, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327161, 112, 3958, -1026, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327197, 90, 3978, -1028, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327234, 112, 3972, -1044, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327273, 108, 3947, -1053, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327312, 108, 3968, -1082, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327351, 98, 3960, -1069, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327390, 103, 3966, -1045, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327429, 120, 3960, -1030, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327468, 107, 3960, -1071, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327507, 141, 3976, -1018, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327546, 119, 3993, -1065, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327585, 99, 3988, -1045, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327625, 114, 3988, -986, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327665, 92, 3938, -977, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327705, 123, 3963, -1038, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327746, 111, 4011, -1034, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327786, 102, 3968, -1028, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327827, 104, 3971, -1007, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327867, 110, 3988, -999, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327907, 99, 3964, -1040, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327948, 114, 3969, -1028, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
327988, 106, 3994, -1048, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328029, 124, 3966, -1022, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328069, 123, 3964, -988, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328109, 113, 3977, -1017, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328149, 127, 3975, -1027, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328189, 139, 3978, -999, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328229, 123, 3974, -981, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328269, 92, 3989, -1058, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328309, 133, 3954, -1002, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328349, 104, 3989, -987, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328389, 112, 3983, -974, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328429, 107, 3992, -981, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328469, 122, 3988, -948, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328505, 109, 3991, -1006, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328542, 119, 3976, -990, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328579, 105, 3976, -970, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328616, 101, 3990, -972, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328653, 112, 3982, -972, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328690, 100, 3964, -959, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328727, 125, 3983, -945, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328764, 127, 3988, -1000, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328801, 121, 3953, -1014, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328838, 125, 3973, -1037, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328873, 112, 3981, -1047, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328908, 101, 3954, -1032, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328944, 115, 3958, -1014, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
328979, 99, 3968, -1057, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329015, 91, 3980, -1076, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329050, 105, 3968, -1061, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329086, 93, 3927, -1041, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329121, 127, 3972, -1002, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329157, 124, 3987, -984, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329192, 99, 3955, -999, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329228, 120, 3966, -1001, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329271, 111, 3961, -1006, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329314, 111, 3998, -1006, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329357, 125, 3986, -989, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329401, 98, 3967, -985, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329444, 94, 3973, -1001, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329487, 128, 3973, -955, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329531, 107, 3979, -939, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329574, 131, 3978, -972, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329617, 126, 3949, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329661, 133, 4007, -948, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329696, 106, 4008, -1037, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329732, 111, 3989, -974, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329768, 139, 3965, -916, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329804, 120, 3991, -945, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329840, 114, 3990, -954, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329876, 110, 3954, -973, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329912, 109, 3982, -979, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329948, 102, 3973, -965, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
329984, 120, 4006, -942, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330020, 106, 4006, -975, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330060, 141, 3978, -999, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330100, 138, 3966, -929, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330140, 101, 3986, -940, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330180, 115, 4010, -947, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330220, 104, 3975, -970, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330260, 131, 3979, -966, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330300, 126, 4014, -967, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330340, 110, 3996, -950, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330380, 127, 4000, -922, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330420, 98, 3958, -903, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330460, 109, 3965, -956, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330497, 138, 3970, -910, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330534, 124, 3987, -975, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330572, 109, 4012, -953, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330609, 114, 3990, -926, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330647, 119, 3993, -939, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330684, 93, 3993, -946, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330721, 104, 3985, -959, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330759, 143, 3982, -910, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330796, 115, 4013, -933, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330834, 129, 3982, -946, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330870, 127, 3951, -982, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330907, 137, 3984, -909, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330944, 111, 3996, -949, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
330980, 102, 3975, -942, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331017, 118, 3984, -891, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331054, 140, 3978, -901, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331091, 128, 4031, -940, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331127, 126, 3981, -947, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331164, 128, 3972, -932, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331201, 122, 4015, -892, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331238, 121, 4000, -903, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331277, 111, 3996, -932, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331317, 116, 3994, -941, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331356, 102, 3971, -954, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331396, 136, 3963, -921, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331436, 124, 4010, -901, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331475, 120, 4005, -913, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331515, 128, 3993, -941, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331554, 132, 4008, -917, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331594, 113, 4014, -988, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331634, 93, 3993, -925, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331674, 99, 3966, -895, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331714, 99, 4008, -925, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331754, 112, 3973, -928, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331794, 139, 3981, -947, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331834, 96, 4012, -955, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331874, 97, 4002, -927, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331914, 127, 3981, -939, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331954, 121, 4000, -958, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
331994, 113, 4018, -948, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332034, 130, 3996, -916, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332072, 96, 4001, -939, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332110, 87, 3986, -928, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332148, 103, 3997, -957, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332186, 146, 3994, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332224, 108, 4004, -967, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332263, 105, 4017, -962, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332301, 114, 3982, -922, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332339, 99, 4003, -948, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332377, 96, 4007, -971, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332415, 129, 3980, -936, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332454, 106, 3981, -948, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332492, 120, 4011, -938, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332530, 105, 3961, -928, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332568, 111, 4011, -961, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332606, 108, 4006, -980, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332644, 117, 4008, -959, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332682, 96, 3989, -947, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332720, 99, 3984, -929, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332758, 102, 3970, -958, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332796, 126, 4016, -932, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332834, 109, 3997, -962, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332875, 97, 3990, -951, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332916, 132, 3942, -945, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332957, 128, 3985, -908, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
332998, 128, 4002, -948, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333039, 119, 4002, -931, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333080, 130, 3995, -958, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333121, 111, 4003, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333162, 118, 3964, -907, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333203, 117, 3999, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333244, 123, 3998, -962, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333285, 145, 3985, -946, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333320, 97, 3982, -928, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333355, 119, 3990, -932, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333391, 129, 4011, -956, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333426, 120, 3999, -966, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333462, 128, 4003, -958, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333497, 125, 4001, -906, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333532, 134, 4024, -939, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333568, 131, 3991, -938, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333603, 136, 4001, -953, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333639, 108, 3987, -946, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333678, 123, 3986, -928, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333717, 105, 3992, -912, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333756, 96, 3994, -930, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333795, 109, 4008, -959, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333834, 122, 3991, -937, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333873, 122, 3992, -921, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333912, 105, 3995, -929, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333951, 123, 3987, -941, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
333990, 134, 4002, -929, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334029, 116, 4006, -978, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334067, 137, 3983, -936, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334105, 132, 3984, -962, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334143, 135, 4008, -921, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334182, 114, 4001, -944, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334220, 111, 3994, -934, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334258, 107, 3986, -930, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334296, 116, 3984, -942, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334335, 116, 3969, -945, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334373, 114, 3994, -951, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334411, 156, 3987, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334450, 106, 3983, -977, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334489, 118, 3975, -942, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334528, 119, 3997, -967, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334567, 122, 3986, -971, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334606, 117, 3983, -995, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334646, 141, 3997, -951, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334685, 143, 4000, -940, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334724, 124, 4000, -954, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334763, 103, 3969, -991, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334802, 101, 3981, -956, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334842, 119, 3964, -943, 97, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
334881, 117, 3952, -956, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
