156841, -529, 3608, -2052, 75, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186041, -657, 3505, -2079, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186080, -670, 3432, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186120, -681, 3479, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186159, -672, 3503, -2123, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186199, -652, 3448, -2044, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186239, -669, 3474, -2083, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186278, -725, 3468, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186318, -693, 3436, -2086, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186357, -701, 3479, -2076, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186397, -702, 3489, -2076, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186437, -696, 3450, -2085, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186471, -680, 3449, -2094, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186506, -661, 3460, -2067, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186541, -639, 3482, -2120, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186576, -642, 3444, -2033, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186611, -700, 3460, -2075, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186646, -688, 3479, -2062, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186681, -687, 3461, -2051, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186716, -689, 3504, -2101, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186751, -673, 3463, -2020, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186786, -689, 3486, -2096, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186821, -679, 3473, -2075, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186862, -658, 3455, -2082, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186904, -628, 3451, -2071, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186946, -671, 3454, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186988, -655, 3454, -2113, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187030, -675, 3486, -2043, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187071, -661, 3482, -2116, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187113, -642, 3454, -2010, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187155, -649, 3498, -2116, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187197, -659, 3481, -2088, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187239, -628, 3472, -2040, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187276, -651, 3459, -2077, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187314, -641, 3461, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187351, -643, 3490, -2061, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187389, -647, 3478, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187427, -623, 3461, -2042, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187464, -632, 3482, -2068, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187502, -630, 3491, -2035, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187539, -649, 3448, -2050, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187577, -613, 3461, -2035, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187615, -661, 3475, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187657, -617, 3461, -2051, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187699, -617, 3443, -2021, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187742, -646, 3459, -2050, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187784, -633, 3466, -2011, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187826, -629, 3515, -2067, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187869, -644, 3514, -2081, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187911, -641, 3471, -2032, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187953, -658, 3494, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
187996, -664, 3480, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188038, -671, 3501, -2053, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188081, -644, 3509, -2011, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188115, -649, 3468, -2058, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188149, -635, 3464, -2081, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188183, -649, 3498, -2027, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188218, -644, 3507, -2091, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188252, -631, 3486, -2042, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188286, -663, 3518, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188321, -653, 3496, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188355, -634, 3469, -2046, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188389, -615, 3490, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188424, -649, 3482, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188463, -634, 3503, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188502, -650, 3471, -2062, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188541, -651, 3449, -2046, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188580, -659, 3505, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188619, -663, 3487, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188658, -640, 3439, -2061, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188697, -667, 3493, -2044, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188736, -667, 3484, -2082, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188775, -646, 3486, -2025, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188815, -650, 3512, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188853, -674, 3466, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188891, -666, 3469, -2046, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188929, -668, 3483, -2079, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
188967, -645, 3458, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189005, -668, 3469, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189044, -656, 3488, -2048, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189082, -685, 3521, -2048, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189120, -673, 3528, -2046, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189158, -688, 3551, -2047, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189196, -640, 3464, -2050, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189235, -671, 3453, -2036, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189273, -676, 3501, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189312, -691, 3478, -2046, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189350, -613, 3447, -1999, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189389, -659, 3481, -2015, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189428, -674, 3494, -2053, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189466, -670, 3482, -2026, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189505, -680, 3529, -2027, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189543, -657, 3493, -2036, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189582, -686, 3483, -1990, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189621, -690, 3507, -2015, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189658, -697, 3487, -2023, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189695, -672, 3453, -1992, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189733, -697, 3502, -1995, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189770, -669, 3494, -2007, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189808, -680, 3485, -1975, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189845, -703, 3477, -2028, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189883, -706, 3498, -1991, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189920, -677, 3451, -2036, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189958, -659, 3547, -1976, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
189995, -662, 3515, -2060, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190033, -675, 3463, -1985, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190071, -682, 3512, -2011, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190110, -676, 3523, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190149, -666, 3499, -2005, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190187, -667, 3500, -2020, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190226, -677, 3487, -2012, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190265, -695, 3495, -1997, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190303, -692, 3494, -1996, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190342, -686, 3478, -2005, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190381, -686, 3492, -2001, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190420, -687, 3461, -2013, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190460, -664, 3474, -1998, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190501, -690, 3533, -2021, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190541, -665, 3506, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190582, -679, 3484, -1986, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190623, -705, 3511, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190663, -691, 3491, -2011, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190704, -659, 3537, -2045, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190744, -669, 3500, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190785, -677, 3508, -1999, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190826, -665, 3515, -2045, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190862, -638, 3514, -2022, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190899, -682, 3481, -2042, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190936, -692, 3477, -2008, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
190973, -701, 3516, -2036, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191010, -702, 3465, -2021, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191046, -695, 3445, -2033, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191083, -694, 3500, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191120, -686, 3502, -2010, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191157, -655, 3506, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191194, -688, 3483, -1989, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191231, -694, 3493, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191274, -713, 3460, -1996, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191317, -699, 3504, -2048, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191360, -676, 3485, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191404, -698, 3475, -2000, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191447, -699, 3477, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191490, -677, 3486, -2029, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191534, -694, 3489, -2028, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191577, -684, 3479, -2028, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191620, -676, 3495, -2049, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191664, -664, 3513, -2056, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191699, -670, 3469, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191734, -657, 3459, -2037, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191770, -668, 3532, -2056, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191805, -639, 3508, -2062, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191841, -652, 3477, -2011, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191876, -673, 3499, -2067, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191912, -661, 3489, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191947, -672, 3492, -2037, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
191983, -654, 3477, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192018, -659, 3479, -2011, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192054, -676, 3480, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192090, -636, 3504, -2023, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192126, -663, 3504, -2061, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192162, -675, 3490, -2017, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192198, -657, 3500, -2027, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192235, -646, 3483, -2034, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192271, -647, 3451, -2066, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192307, -636, 3488, -2018, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192343, -662, 3494, -2044, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192379, -611, 3494, -2007, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192416, -626, 3470, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192456, -663, 3481, -2049, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192497, -648, 3474, -2024, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192537, -646, 3500, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192578, -652, 3489, -2058, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192619, -640, 3460, -2025, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192659, -675, 3485, -2033, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192700, -655, 3503, -2054, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192740, -675, 3470, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192781, -668, 3485, -2045, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192822, -662, 3458, -2032, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192859, -670, 3447, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192897, -645, 3513, -2049, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192935, -694, 3491, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
192973, -640, 3494, -2035, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193011, -648, 3464, -2039, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193049, -661, 3493, -2067, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193087, -652, 3530, -2036, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193125, -657, 3545, -2084, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193163, -659, 3468, -2037, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193201, -637, 3486, -1985, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193239, -665, 3501, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193277, -642, 3485, -2035, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193315, -651, 3469, -1998, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193353, -689, 3505, -2021, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193391, -718, 3520, -2006, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193430, -676, 3483, -2033, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193468, -689, 3501, -2005, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193506, -718, 3485, -2031, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193544, -680, 3516, -1967, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193582, -680, 3524, -2019, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193621, -701, 3493, -1990, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193658, -707, 3516, -1982, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193696, -692, 3522, -2055, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193733, -701, 3501, -1936, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193771, -674, 3525, -1991, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193808, -686, 3500, -1986, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193846, -695, 3510, -1984, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193883, -721, 3529, -1988, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193921, -697, 3484, -1965, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193958, -704, 3473, -1990, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
193996, -703, 3489, -1955, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194034, -717, 3537, -1979, 72, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194077, -678, 3511, -1998, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194121, -693, 3501, -1960, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194164, -676, 3510, -1996, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194208, -676, 3460, -1969, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194251, -673, 3531, -1978, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194295, -690, 3485, -2010, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194338, -721, 3487, -1969, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194382, -687, 3479, -1997, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194425, -697, 3474, -2015, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194469, -724, 3490, -2014, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194503, -708, 3572, -2008, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194538, -693, 3477, -1967, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194573, -648, 3490, -2047, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194607, -657, 3529, -2010, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194642, -672, 3476, -2048, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194677, -674, 3517, -1981, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194711, -689, 3514, -2065, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194746, -708, 3453, -2021, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194781, -698, 3477, -2037, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194816, -686, 3499, -2046, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194855, -672, 3476, -2027, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194894, -652, 3461, -2046, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194934, -674, 3480, -2072, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
194973, -657, 3478, -2053, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195012, -657, 3469, -2042, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195052, -669, 3453, -2061, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195091, -645, 3478, -2055, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195130, -646, 3426, -2094, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195170, -641, 3501, -2071, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195209, -627, 3471, -2115, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195249, -641, 3496, -2029, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195286, -660, 3482, -2120, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195324, -648, 3437, -2067, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195361, -632, 3479, -2077, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195399, -636, 3475, -2107, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195436, -621, 3445, -2063, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195474, -621, 3478, -2106, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195511, -637, 3459, -2093, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195549, -615, 3450, -2093, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195586, -640, 3448, -2079, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195624, -629, 3454, -2088, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195662, -637, 3486, -2087, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195701, -613, 3457, -2112, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195739, -626, 3458, -2073, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
