87045, -934, 3541, -1861, 56, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112930, -815, 3516, -1944, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112967, -811, 3508, -1925, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113004, -819, 3523, -1905, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113041, -757, 3519, -1891, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113078, -768, 3542, -1871, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113115, -803, 3520, -1931, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113152, -819, 3493, -1911, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113189, -789, 3501, -1884, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113226, -783, 3483, -1903, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113269, -779, 3420, -1880, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113313, -753, 3459, -1928, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113357, -778, 3396, -1855, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113400, -765, 3398, -1867, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113444, -692, 3275, -1796, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
113488, -713, 3373, -1823, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
