237565, -1056, 4126, -883, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316138, -864, 3882, -1002, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316174, -865, 3877, -1038, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316211, -871, 3878, -1007, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316247, -848, 3879, -1018, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316283, -886, 3869, -1027, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316320, -884, 3862, -1020, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316356, -879, 3855, -1011, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316392, -857, 3883, -1009, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316429, -874, 3867, -1014, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316465, -847, 3863, -1032, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316502, -856, 3874, -1004, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316541, -884, 3882, -1009, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316580, -878, 3871, -988, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316619, -887, 3883, -1012, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316658, -874, 3867, -1044, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316697, -869, 3877, -972, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316736, -875, 3871, -1037, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316775, -881, 3860, -1013, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316814, -875, 3883, -1038, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316853, -882, 3878, -1010, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316892, -874, 3871, -1039, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316933, -871, 3844, -997, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
316975, -880, 3874, -1014, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317016, -888, 3852, -1014, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317058, -854, 3852, -1004, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317100, -853, 3873, -1020, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317141, -858, 3868, -1022, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317183, -868, 3860, -1022, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317224, -886, 3866, -1029, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317266, -847, 3863, -1065, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317308, -858, 3864, -1005, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317345, -868, 3866, -1025, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317382, -866, 3865, -991, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317420, -868, 3855, -1023, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317457, -877, 3855, -1017, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317494, -843, 3872, -1023, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317532, -879, 3878, -1008, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317569, -860, 3875, -1008, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317606, -868, 3860, -990, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317644, -866, 3900, -1013, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317681, -869, 3860, -1000, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317719, -875, 3860, -1015, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317756, -845, 3883, -1028, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317793, -826, 3868, -1021, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317830, -922, 3871, -1006, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317868, -848, 3879, -1023, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317905, -869, 3894, -1013, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317942, -877, 3882, -999, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
317980, -872, 3885, -1004, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318017, -846, 3896, -1011, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318054, -827, 3849, -1024, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318092, -863, 3845, -1019, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318129, -863, 3877, -1046, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318167, -856, 3879, -1037, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318204, -859, 3818, -1023, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318242, -836, 3866, -1010, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318280, -856, 3896, -1005, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318317, -873, 3900, -1033, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318355, -857, 3849, -1006, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318393, -864, 3873, -1018, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318430, -888, 3859, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318468, -871, 3874, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318506, -845, 3879, -1012, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318544, -879, 3866, -1001, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318582, -860, 3866, -1040, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318620, -860, 3883, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318659, -851, 3859, -1042, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318697, -858, 3901, -985, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318735, -847, 3879, -1030, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318774, -861, 3853, -1008, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318812, -884, 3886, -1002, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318850, -874, 3875, -1006, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318889, -852, 3845, -1025, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318929, -866, 3861, -1001, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
318970, -841, 3868, -1025, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319011, -847, 3838, -993, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319051, -841, 3849, -1009, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319092, -836, 3873, -1014, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319133, -828, 3898, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319173, -859, 3891, -1002, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319214, -832, 3867, -1047, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319255, -848, 3879, -1002, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319296, -859, 3872, -1027, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319334, -826, 3883, -1012, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319372, -843, 3872, -998, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319411, -840, 3903, -1055, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319449, -837, 3854, -1008, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319488, -855, 3911, -1048, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319526, -862, 3892, -1028, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319565, -831, 3882, -1025, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319603, -835, 3875, -997, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319642, -877, 3878, -1032, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319680, -870, 3861, -989, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319719, -844, 3888, -1031, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319761, -849, 3888, -1011, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319803, -845, 3848, -1012, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319845, -851, 3857, -1021, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319888, -839, 3884, -1056, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319930, -852, 3861, -976, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
319972, -840, 3877, -1043, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320015, -845, 3882, -1004, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320057, -869, 3879, -1012, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320099, -875, 3867, -1007, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320142, -881, 3855, -1026, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320177, -880, 3878, -1038, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320212, -866, 3859, -989, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320247, -870, 3859, -1007, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320282, -875, 3878, -1016, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320317, -888, 3854, -1003, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320352, -871, 3848, -998, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320387, -893, 3864, -1003, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320422, -875, 3851, -1012, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320457, -872, 3872, -1011, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320493, -867, 3875, -1009, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320530, -860, 3874, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320567, -877, 3886, -1031, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320605, -867, 3841, -1002, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320642, -862, 3889, -1008, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320679, -845, 3883, -1025, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320717, -887, 3869, -987, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320754, -901, 3846, -1027, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320791, -888, 3849, -999, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320829, -881, 3896, -1051, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320866, -870, 3887, -1010, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320904, -878, 3871, -1008, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320942, -887, 3879, -997, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
320980, -862, 3862, -1011, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321019, -852, 3871, -1023, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321057, -889, 3886, -1019, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321096, -871, 3879, -1002, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321134, -861, 3868, -1001, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321172, -870, 3871, -1014, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321211, -869, 3860, -1010, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321249, -867, 3886, -1011, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321288, -858, 3877, -1025, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321326, -847, 3864, -1064, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321364, -870, 3869, -970, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321402, -867, 3864, -1038, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321440, -872, 3896, -980, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321478, -883, 3876, -1020, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321517, -881, 3832, -997, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321555, -868, 3881, -996, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321593, -879, 3870, -1009, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321631, -873, 3857, -990, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321669, -860, 3852, -1017, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321708, -881, 3882, -1003, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321746, -890, 3847, -1004, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321784, -858, 3856, -999, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321822, -884, 3877, -1019, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321860, -860, 3861, -1011, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321899, -847, 3859, -1001, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321937, -875, 3878, -1027, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
321975, -894, 3880, -1006, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322013, -872, 3857, -1026, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322051, -879, 3878, -1018, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322090, -861, 3873, -1033, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322130, -874, 3861, -1063, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322170, -871, 3868, -1006, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322210, -860, 3882, -1025, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322250, -866, 3887, -985, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322290, -877, 3855, -1025, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322330, -894, 3865, -1004, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322370, -881, 3874, -1012, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322410, -871, 3870, -1032, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322450, -889, 3863, -1013, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322491, -900, 3856, -1019, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322531, -869, 3900, -1001, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322572, -892, 3873, -1025, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322612, -878, 3844, -1015, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322653, -885, 3874, -1020, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322694, -870, 3873, -1023, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322734, -872, 3858, -1009, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322775, -857, 3865, -1031, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322816, -881, 3886, -1010, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322856, -900, 3864, -1011, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322897, -890, 3877, -1008, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322938, -876, 3875, -1017, 86, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
322974, -870, 3866, -1000, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323010, -895, 3871, -1013, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323046, -867, 3861, -1023, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323083, -865, 3861, -1042, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323119, -887, 3879, -977, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323155, -894, 3878, -1053, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323192, -882, 3866, -1012, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323228, -877, 3873, -1045, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323264, -880, 3852, -1019, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323301, -868, 3857, -1032, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323337, -885, 3863, -999, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323374, -876, 3894, -1035, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323410, -865, 3841, -1013, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323447, -879, 3846, -1020, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323483, -886, 3869, -1044, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323520, -882, 3843, -1013, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323556, -853, 3858, -1022, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323593, -885, 3865, -1014, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323629, -905, 3867, -1017, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323666, -876, 3868, -1018, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323703, -869, 3856, -1019, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323742, -883, 3886, -1008, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323781, -863, 3874, -1023, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323820, -867, 3837, -1049, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323859, -879, 3875, -1010, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323898, -875, 3888, -1041, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323937, -871, 3905, -997, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
323976, -897, 3852, -1052, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324015, -905, 3853, -1008, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324054, -898, 3888, -1033, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324093, -884, 3876, -1044, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324133, -863, 3855, -1008, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324174, -872, 3865, -1009, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324215, -882, 3902, -1049, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324256, -892, 3845, -997, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324297, -885, 3838, -1001, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324338, -890, 3875, -1018, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324379, -876, 3880, -1022, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324420, -863, 3846, -1016, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324461, -893, 3868, -1035, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324502, -867, 3853, -1014, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324537, -889, 3870, -1027, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324572, -863, 3866, -1019, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324607, -884, 3862, -1028, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324642, -894, 3866, -1039, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324677, -885, 3864, -1068, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324712, -895, 3860, -1012, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324747, -855, 3890, -1021, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324782, -883, 3897, -1027, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324817, -877, 3844, -1021, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324852, -901, 3856, -1031, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324887, -901, 3847, -1018, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324927, -877, 3888, -1052, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
324968, -886, 3867, -1020, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325008, -880, 3876, -1020, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325049, -895, 3868, -1007, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325089, -900, 3867, -1027, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325130, -879, 3832, -1040, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325170, -901, 3868, -1036, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325211, -897, 3871, -1018, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325251, -908, 3864, -1015, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325292, -887, 3862, -1020, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325330, -898, 3869, -1024, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325369, -898, 3876, -1008, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325408, -891, 3852, -1015, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325446, -901, 3877, -1033, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325485, -914, 3858, -1010, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
325524, -887, 3834, -1008, 88, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
