28713, -651, 3983, -1123, , f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56495, -723, 3864, -1222, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56530, -718, 3844, -1234, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56565, -689, 3830, -1227, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56600, -699, 3846, -1220, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56635, -714, 3815, -1246, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56669, -700, 3843, -1223, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56704, -713, 3852, -1229, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56739, -715, 3847, -1213, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56774, -703, 3809, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56809, -723, 3814, -1232, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56845, -730, 3873, -1247, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56882, -704, 3838, -1208, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56918, -724, 3850, -1250, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56955, -714, 3834, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56992, -713, 3837, -1229, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57028, -724, 3851, -1233, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57065, -713, 3815, -1214, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57102, -718, 3846, -1262, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57138, -722, 3849, -1227, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57175, -720, 3871, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57212, -718, 3809, -1233, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57250, -724, 3873, -1234, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57289, -730, 3784, -1248, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57328, -742, 3829, -1213, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57366, -718, 3873, -1238, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57405, -747, 3853, -1175, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57444, -704, 3827, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57482, -719, 3834, -1223, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57521, -734, 3868, -1232, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57560, -740, 3838, -1221, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57599, -728, 3822, -1190, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57641, -731, 3885, -1226, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57684, -712, 3831, -1206, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57727, -711, 3819, -1198, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57770, -744, 3856, -1211, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57813, -717, 3859, -1225, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57856, -718, 3853, -1200, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57899, -741, 3852, -1227, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57942, -731, 3874, -1199, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
57985, -700, 3846, -1214, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58028, -728, 3843, -1191, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58062, -723, 3826, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58097, -725, 3867, -1206, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58132, -721, 3862, -1237, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58167, -738, 3794, -1168, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58202, -726, 3825, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58237, -742, 3829, -1187, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58272, -724, 3805, -1199, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58307, -740, 3823, -1187, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58342, -734, 3848, -1221, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58377, -749, 3847, -1197, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58412, -727, 3802, -1215, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58448, -744, 3869, -1166, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58485, -704, 3874, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58522, -723, 3822, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58559, -745, 3845, -1250, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58596, -734, 3831, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58633, -720, 3849, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58670, -720, 3858, -1256, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58707, -741, 3811, -1197, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58744, -745, 3857, -1226, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58781, -703, 3867, -1215, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58817, -708, 3838, -1209, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58854, -720, 3825, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58890, -707, 3851, -1236, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58927, -716, 3776, -1229, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
58964, -725, 3824, -1200, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59000, -752, 3876, -1241, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59037, -730, 3852, -1164, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59074, -745, 3840, -1245, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59110, -725, 3820, -1230, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59147, -718, 3839, -1224, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59184, -721, 3843, -1243, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59225, -708, 3847, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59266, -729, 3859, -1228, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59307, -710, 3848, -1241, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59348, -690, 3832, -1228, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59390, -712, 3836, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59431, -726, 3873, -1251, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59472, -732, 3835, -1228, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59513, -748, 3794, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59554, -741, 3889, -1216, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59596, -707, 3830, -1263, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59636, -712, 3782, -1216, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59676, -735, 3817, -1269, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59717, -735, 3847, -1235, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59757, -744, 3866, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59798, -740, 3826, -1245, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59838, -738, 3815, -1213, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59878, -736, 3863, -1264, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59919, -722, 3823, -1239, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
59959, -720, 3833, -1231, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60000, -715, 3852, -1235, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60038, -745, 3836, -1247, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60077, -718, 3758, -1242, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60115, -721, 3840, -1239, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60154, -704, 3905, -1260, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60193, -708, 3858, -1252, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60231, -701, 3795, -1223, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60270, -703, 3831, -1254, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60309, -761, 3853, -1242, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60347, -718, 3899, -1258, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60386, -732, 3897, -1214, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60425, -736, 3904, -1204, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60467, -724, 3880, -1240, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60510, -689, 3865, -1208, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60553, -701, 3802, -1248, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60596, -694, 3793, -1234, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60639, -694, 3801, -1246, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60682, -697, 3755, -1228, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60725, -681, 3772, -1226, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60768, -711, 3868, -1212, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60811, -689, 3871, -1228, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60854, -716, 3863, -1208, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60888, -740, 3845, -1221, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60923, -714, 3832, -1225, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60957, -716, 3860, -1238, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
60992, -700, 3831, -1224, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61027, -718, 3875, -1212, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61061, -731, 3844, -1219, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61096, -684, 3852, -1242, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61131, -673, 3825, -1208, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61165, -712, 3833, -1230, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61200, -715, 3860, -1219, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61235, -699, 3793, -1256, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61275, -704, 3852, -1198, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61316, -687, 3849, -1246, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61357, -685, 3840, -1175, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61398, -708, 3834, -1230, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61439, -704, 3852, -1212, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61480, -713, 3850, -1231, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61521, -705, 3808, -1224, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61562, -711, 3818, -1172, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61603, -726, 3862, -1222, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61644, -711, 3840, -1213, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61682, -685, 3830, -1201, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61721, -721, 3838, -1221, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61760, -721, 3854, -1253, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61799, -729, 3810, -1217, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61838, -741, 3832, -1233, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61876, -724, 3858, -1198, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61915, -706, 3874, -1223, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61954, -717, 3890, -1203, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
61993, -721, 3852, -1257, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62032, -683, 3859, -1289, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62067, -727, 3836, -1223, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62102, -727, 3804, -1202, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62137, -741, 3862, -1197, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62172, -702, 3850, -1229, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62207, -692, 3817, -1241, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62242, -705, 3884, -1236, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62277, -682, 3854, -1227, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62312, -715, 3844, -1168, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62347, -737, 3844, -1206, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62382, -675, 3806, -1188, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62418, -706, 3915, -1203, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62457, -705, 3926, -1175, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62497, -697, 3877, -1141, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62536, -732, 3902, -1173, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62576, -721, 3841, -1162, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62615, -706, 3882, -1173, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62655, -712, 3835, -1155, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62694, -707, 3878, -1162, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62734, -691, 3872, -1143, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62773, -701, 3850, -1174, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62813, -693, 3858, -1170, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62850, -706, 3880, -1165, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62887, -701, 3858, -1145, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62924, -676, 3823, -1165, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62961, -698, 3835, -1159, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
62998, -712, 3867, -1187, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63035, -702, 3914, -1137, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63072, -705, 3880, -1167, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63109, -728, 3891, -1158, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63146, -710, 3908, -1135, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63183, -731, 3898, -1167, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63220, -713, 3846, -1136, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63262, -737, 3870, -1170, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63305, -714, 3872, -1136, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63348, -719, 3874, -1153, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63391, -715, 3848, -1129, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63434, -718, 3886, -1120, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63476, -744, 3841, -1116, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63519, -737, 3823, -1149, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63562, -713, 3821, -1102, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63605, -712, 3802, -1177, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63648, -712, 3870, -1075, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63684, -709, 3898, -1160, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63721, -734, 3800, -1113, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63757, -730, 3881, -1121, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63794, -760, 3935, -1141, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63831, -724, 3894, -1091, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63867, -724, 3873, -1124, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63904, -719, 3885, -1103, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63940, -719, 3862, -1129, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
63977, -712, 3879, -1127, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64014, -729, 3843, -1142, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64053, -730, 3863, -1110, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64092, -725, 3853, -1114, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64132, -761, 3898, -1126, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64171, -699, 3869, -1118, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64211, -723, 3851, -1121, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64250, -742, 3881, -1125, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64290, -713, 3865, -1104, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64329, -724, 3908, -1154, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64369, -683, 3864, -1115, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64408, -734, 3863, -1110, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64448, -723, 3884, -1124, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64483, -701, 3880, -1121, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64518, -722, 3874, -1116, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64553, -709, 3897, -1137, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64589, -691, 3869, -1129, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64624, -704, 3836, -1164, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64659, -707, 3890, -1125, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64695, -703, 3882, -1173, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64730, -689, 3854, -1108, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64765, -698, 3894, -1169, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64801, -734, 3873, -1118, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64844, -700, 3908, -1153, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64887, -694, 3859, -1181, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64931, -672, 3807, -1122, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
64974, -723, 3882, -1178, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65018, -715, 3906, -1148, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65061, -694, 3878, -1172, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65105, -721, 3858, -1182, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65148, -698, 3864, -1188, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65192, -709, 3827, -1176, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65235, -726, 3808, -1162, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65279, -701, 3889, -1208, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65310, -694, 3888, -1136, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65342, -701, 3876, -1194, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65373, -695, 3815, -1172, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65405, -705, 3864, -1178, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65437, -699, 3882, -1225, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65468, -702, 3840, -1162, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65500, -700, 3865, -1184, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65531, -687, 3837, -1195, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65563, -667, 3841, -1207, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65595, -669, 3818, -1205, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65636, -678, 3844, -1209, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
