44248, -1156, 3584, -1510, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73470, -760, 3813, -1497, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73508, -749, 3775, -1548, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73546, -721, 3738, -1482, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73584, -719, 3797, -1490, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73622, -715, 3735, -1471, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73660, -731, 3739, -1518, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73699, -679, 3702, -1459, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73737, -647, 3722, -1480, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73775, -670, 3690, -1475, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73813, -654, 3635, -1560, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73851, -691, 3685, -1482, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73889, -676, 3820, -1586, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73928, -702, 3775, -1498, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73969, -702, 3797, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74010, -744, 3754, -1473, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74051, -735, 3762, -1437, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74092, -707, 3767, -1512, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74133, -685, 3716, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74174, -705, 3731, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74215, -709, 3743, -1481, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74256, -716, 3773, -1486, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74297, -703, 3745, -1478, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74338, -636, 3717, -1589, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74379, -714, 3756, -1388, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74420, -662, 3762, -1558, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74462, -688, 3786, -1459, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74498, -728, 3732, -1520, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74534, -707, 3709, -1478, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74570, -740, 3770, -1525, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74606, -693, 3740, -1481, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74642, -674, 3717, -1492, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74678, -703, 3773, -1496, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74715, -692, 3778, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74751, -696, 3779, -1517, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74787, -691, 3711, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74823, -700, 3734, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74859, -790, 3757, -1497, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74895, -677, 3762, -1518, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74932, -694, 3738, -1463, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
74971, -724, 3787, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75011, -679, 3746, -1483, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75051, -690, 3755, -1489, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75091, -716, 3719, -1470, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75131, -684, 3691, -1462, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75171, -702, 3735, -1466, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75211, -724, 3771, -1482, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75251, -691, 3756, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75291, -728, 3762, -1441, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75331, -724, 3733, -1471, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75371, -756, 3749, -1442, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75411, -699, 3760, -1462, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75451, -680, 3710, -1485, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75488, -756, 3740, -1490, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75526, -712, 3738, -1488, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75564, -679, 3764, -1499, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75602, -704, 3724, -1477, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75640, -707, 3725, -1492, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75678, -723, 3742, -1493, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75716, -711, 3738, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75754, -704, 3732, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75792, -723, 3713, -1461, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75830, -730, 3751, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75868, -766, 3741, -1500, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75906, -734, 3745, -1526, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75944, -702, 3715, -1476, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
75981, -751, 3760, -1533, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76018, -751, 3753, -1504, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76056, -709, 3765, -1553, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76093, -716, 3715, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76131, -716, 3730, -1525, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76168, -720, 3699, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76206, -739, 3750, -1502, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76243, -729, 3752, -1533, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76281, -719, 3741, -1536, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76318, -716, 3700, -1563, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76356, -739, 3762, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76393, -684, 3763, -1589, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76431, -703, 3770, -1516, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76469, -714, 3772, -1556, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76508, -728, 3771, -1494, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76547, -736, 3730, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76585, -684, 3755, -1546, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76624, -686, 3736, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76663, -738, 3736, -1522, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76701, -732, 3716, -1524, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76740, -740, 3764, -1532, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76779, -707, 3712, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76817, -733, 3717, -1522, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76856, -724, 3714, -1526, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76895, -745, 3738, -1488, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76934, -679, 3757, -1575, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
76972, -672, 3702, -1522, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77011, -708, 3746, -1550, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77050, -737, 3722, -1538, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77089, -713, 3704, -1528, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77127, -713, 3743, -1525, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77166, -729, 3755, -1511, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77205, -745, 3693, -1525, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77244, -721, 3704, -1517, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77282, -714, 3737, -1512, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77321, -721, 3692, -1589, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77360, -731, 3784, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77399, -745, 3722, -1499, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77438, -756, 3704, -1522, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77476, -736, 3754, -1487, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77514, -729, 3691, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77552, -724, 3697, -1516, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77590, -722, 3769, -1513, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77628, -703, 3772, -1552, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77666, -695, 3720, -1514, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77705, -725, 3747, -1502, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77743, -712, 3799, -1508, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77781, -694, 3732, -1527, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77819, -677, 3719, -1485, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77857, -698, 3747, -1493, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77895, -675, 3723, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77934, -728, 3761, -1441, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
77973, -666, 3702, -1462, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78012, -682, 3740, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78051, -586, 3883, -1582, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78090, -666, 3760, -1486, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78130, -665, 3754, -1498, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78169, -641, 3683, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78208, -653, 3736, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78247, -639, 3730, -1515, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78287, -653, 3723, -1506, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78326, -673, 3779, -1487, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78365, -686, 3786, -1527, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78404, -635, 3742, -1545, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78444, -703, 3781, -1391, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78483, -610, 3723, -1571, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78523, -635, 3763, -1487, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78563, -664, 3753, -1526, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78603, -669, 3733, -1497, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78643, -673, 3780, -1527, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78683, -667, 3756, -1517, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78722, -696, 3701, -1467, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78762, -698, 3751, -1504, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78802, -686, 3752, -1526, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78842, -686, 3749, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78882, -685, 3739, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78922, -667, 3735, -1557, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78962, -722, 3774, -1447, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
78996, -704, 3748, -1551, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79031, -726, 3736, -1487, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79066, -711, 3735, -1527, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79100, -718, 3715, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79135, -748, 3776, -1520, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79170, -723, 3737, -1483, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79204, -689, 3713, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79239, -712, 3718, -1495, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79274, -724, 3756, -1531, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79308, -712, 3723, -1517, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79343, -732, 3746, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79378, -681, 3718, -1582, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79413, -704, 3782, -1452, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79452, -674, 3734, -1582, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79491, -716, 3773, -1477, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79530, -717, 3753, -1543, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79569, -692, 3737, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79608, -705, 3770, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79647, -708, 3728, -1528, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79686, -702, 3725, -1502, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79725, -728, 3753, -1524, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79764, -703, 3773, -1521, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79803, -742, 3736, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79842, -708, 3763, -1519, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79881, -694, 3703, -1584, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79921, -703, 3747, -1508, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
79961, -678, 3746, -1574, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80001, -747, 3773, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80042, -688, 3757, -1525, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80082, -717, 3722, -1493, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80122, -710, 3772, -1515, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80163, -697, 3744, -1538, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80203, -676, 3714, -1505, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80244, -700, 3765, -1544, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80284, -688, 3735, -1510, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80324, -696, 3708, -1515, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80365, -701, 3754, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80405, -714, 3764, -1482, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80446, -721, 3737, -1494, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80484, -710, 3732, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80523, -668, 3728, -1486, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80561, -648, 3717, -1500, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80600, -700, 3713, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80639, -732, 3746, -1512, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80677, -694, 3689, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80716, -666, 3711, -1528, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80754, -709, 3764, -1535, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80793, -694, 3778, -1493, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80832, -676, 3761, -1528, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80870, -716, 3736, -1483, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80909, -709, 3697, -1499, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80948, -698, 3730, -1533, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
80986, -724, 3712, -1442, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81024, -681, 3744, -1583, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81062, -670, 3708, -1480, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81100, -696, 3764, -1505, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81138, -682, 3712, -1499, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81176, -725, 3742, -1518, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81215, -706, 3696, -1482, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81253, -702, 3717, -1481, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81291, -706, 3766, -1519, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81329, -693, 3752, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81367, -677, 3722, -1504, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81405, -714, 3728, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81444, -682, 3744, -1544, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81482, -709, 3762, -1473, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81520, -675, 3725, -1573, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81558, -728, 3744, -1474, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81597, -728, 3757, -1517, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81635, -737, 3748, -1515, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81673, -712, 3777, -1519, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81712, -670, 3735, -1517, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81750, -685, 3731, -1488, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81788, -703, 3760, -1492, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81827, -714, 3764, -1495, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81865, -673, 3761, -1532, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81903, -654, 3675, -1511, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81942, -726, 3740, -1527, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
81979, -724, 3797, -1501, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82017, -663, 3723, -1561, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82054, -676, 3751, -1462, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82092, -735, 3748, -1526, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82130, -721, 3729, -1516, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82167, -698, 3727, -1503, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82205, -676, 3732, -1530, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82242, -688, 3729, -1493, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82280, -712, 3768, -1514, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82318, -738, 3769, -1482, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82355, -696, 3748, -1505, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82393, -710, 3700, -1507, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82431, -708, 3739, -1534, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82470, -709, 3750, -1515, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82510, -690, 3735, -1535, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82549, -698, 3786, -1474, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82589, -680, 3773, -1493, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82628, -708, 3744, -1503, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82668, -707, 3767, -1518, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82707, -649, 3758, -1548, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82747, -682, 3730, -1479, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82786, -680, 3768, -1506, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82826, -685, 3740, -1499, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82865, -665, 3746, -1528, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82905, -693, 3744, -1498, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82945, -696, 3717, -1562, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
82982, -684, 3743, -1517, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
83020, -646, 3732, -1565, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
83058, -682, 3781, -1516, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
83096, -667, 3778, -1523, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
83134, -704, 3731, -1496, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
83172, -674, 3777, -1525, 104, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
