17287, 386, 3954, -68, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43810, 434, 3930, -1065, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43851, 427, 3942, -1072, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43892, 393, 3958, -1064, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43933, 393, 3957, -1060, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43974, 413, 3939, -1057, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44015, 410, 3923, -1056, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44056, 394, 3953, -1068, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44097, 388, 3962, -1053, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44138, 380, 3921, -1075, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44174, 423, 3975, -1055, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44210, 408, 3951, -1066, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44247, 425, 3928, -1054, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44283, 394, 3938, -1021, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44320, 398, 3961, -1052, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44356, 432, 3940, -1043, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44392, 392, 3941, -1012, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44429, 400, 3961, -1054, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44465, 401, 3964, -1028, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44502, 389, 3933, -1022, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44537, 390, 3962, -1022, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44572, 397, 3950, -1050, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44607, 385, 3926, -1020, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44642, 380, 3947, -1050, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44677, 387, 3958, -1043, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44712, 398, 3948, -1032, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44747, 399, 3965, -1036, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44782, 376, 3933, -1047, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44817, 409, 3955, -1009, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44852, 384, 3981, -1046, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44888, 383, 3935, -1007, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44928, 389, 3958, -1038, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
44969, 397, 3969, -1048, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45009, 400, 3956, -1039, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45050, 411, 3948, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45090, 416, 3939, -1019, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45131, 413, 3940, -1003, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45171, 408, 3923, -1005, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45212, 405, 3946, -1033, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45252, 407, 3975, -1028, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45293, 402, 3975, -1022, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45334, 407, 3938, -1011, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45376, 402, 3939, -1018, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45417, 426, 3963, -1020, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45459, 392, 3941, -1025, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45500, 404, 3927, -1063, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45542, 420, 3964, -1028, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45583, 402, 3969, -1056, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45625, 415, 3952, -1018, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45666, 407, 3938, -1006, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45708, 412, 3946, -1013, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45742, 400, 3979, -1042, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45777, 398, 3967, -1011, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45811, 382, 3941, -1021, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45846, 360, 3943, -1033, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45880, 362, 3964, -999, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45915, 393, 3972, -1029, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45949, 370, 3956, -1036, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
45984, 395, 3949, -1033, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46018, 378, 3973, -1040, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46053, 401, 3973, -1008, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46088, 396, 3984, -1008, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46128, 366, 3932, -1045, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46168, 416, 3944, -1026, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46209, 381, 3971, -1021, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46249, 402, 3951, -1050, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46290, 382, 3931, -1005, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
46330, 378, 3951, -1011, 49, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
