19770, -965, 4074, -1357, , 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47324, -724, 3790, -1363, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47360, -732, 3789, -1319, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47396, -741, 3793, -1358, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47432, -733, 3801, -1304, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47468, -729, 3792, -1365, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47504, -723, 3795, -1319, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47540, -725, 3825, -1341, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47576, -717, 3871, -1327, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47613, -737, 3791, -1374, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47653, -714, 3783, -1355, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47693, -730, 3737, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47733, -740, 3822, -1324, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47774, -731, 3828, -1312, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47814, -696, 3788, -1309, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47854, -723, 3793, -1370, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47895, -722, 3783, -1296, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47935, -719, 3807, -1387, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47975, -738, 3788, -1282, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48016, -691, 3783, -1381, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48052, -701, 3791, -1325, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48088, -726, 3828, -1331, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48124, -688, 3776, -1332, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48161, -690, 3781, -1347, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48197, -685, 3828, -1366, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48233, -697, 3799, -1339, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48269, -678, 3790, -1313, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48306, -687, 3825, -1379, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48342, -655, 3812, -1328, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48378, -670, 3801, -1346, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48415, -674, 3820, -1337, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48453, -671, 3821, -1342, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48491, -669, 3807, -1331, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48529, -672, 3789, -1369, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48567, -655, 3815, -1328, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48605, -662, 3825, -1363, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48643, -657, 3801, -1358, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48681, -645, 3798, -1349, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48719, -639, 3826, -1384, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48757, -645, 3782, -1360, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48796, -620, 3771, -1359, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48832, -624, 3817, -1349, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48868, -666, 3796, -1381, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48905, -643, 3807, -1332, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48941, -584, 3746, -1389, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
48977, -607, 3809, -1383, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49014, -566, 3831, -1402, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49050, -633, 3825, -1384, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49086, -624, 3811, -1375, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49123, -614, 3826, -1402, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49159, -616, 3771, -1422, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49196, -655, 3747, -1396, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49235, -565, 3787, -1452, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49274, -573, 3842, -1386, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49313, -520, 3839, -1503, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49352, -589, 3811, -1387, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49391, -567, 3815, -1449, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49430, -585, 3738, -1421, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49469, -572, 3759, -1472, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49508, -590, 3803, -1478, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49547, -588, 3787, -1460, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49587, -580, 3794, -1433, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49630, -545, 3797, -1490, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49673, -536, 3697, -1470, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49716, -550, 3793, -1502, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49759, -666, 3827, -1425, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49802, -571, 3796, -1435, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49845, -535, 3817, -1485, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49888, -564, 3794, -1459, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49931, -532, 3802, -1487, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
49974, -484, 3778, -1424, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50018, -504, 3745, -1518, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50054, -478, 3757, -1456, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50090, -514, 3785, -1486, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50126, -516, 3732, -1472, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50162, -475, 3725, -1497, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50198, -515, 3802, -1491, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50235, -528, 3804, -1463, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50271, -523, 3783, -1470, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50307, -513, 3779, -1518, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50343, -471, 3764, -1515, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50379, -508, 3825, -1538, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50416, -461, 3808, -1545, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50456, -474, 3747, -1553, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50497, -467, 3765, -1585, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50537, -451, 3773, -1549, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50578, -453, 3746, -1577, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50619, -454, 3745, -1582, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50659, -490, 3707, -1596, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50700, -450, 3770, -1564, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50740, -416, 3847, -1641, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50781, -384, 3733, -1563, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50822, -357, 3767, -1575, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50861, -381, 3803, -1593, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50900, -402, 3733, -1562, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50939, -413, 3743, -1590, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
50978, -427, 3798, -1604, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51017, -451, 3762, -1587, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51056, -434, 3747, -1579, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51095, -390, 3720, -1601, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51134, -423, 3733, -1568, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51173, -449, 3792, -1568, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51213, -431, 3769, -1606, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51249, -428, 3750, -1546, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51286, -414, 3730, -1596, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51322, -404, 3800, -1561, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51359, -327, 3711, -1561, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51396, -407, 3750, -1577, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51432, -428, 3858, -1583, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51469, -437, 3750, -1571, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51506, -454, 3742, -1567, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51542, -402, 3754, -1587, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51579, -400, 3769, -1573, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51616, -407, 3777, -1585, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51655, -381, 3729, -1583, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51694, -431, 3789, -1584, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51733, -400, 3765, -1613, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51772, -427, 3775, -1568, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51811, -372, 3793, -1548, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51850, -373, 3716, -1564, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51889, -413, 3697, -1593, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51928, -407, 3701, -1567, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
51967, -403, 3743, -1594, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
52007, -370, 3794, -1581, 55, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
