26602, -1018, 3222, -2431, , 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54051, -1012, 3044, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54096, -1021, 3077, -2510, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54141, -1007, 3044, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54186, -1013, 3075, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54231, -992, 3046, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54276, -961, 3024, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54321, -1010, 3081, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54366, -1026, 3128, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54411, -999, 3121, -2506, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54456, -1020, 3132, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54502, -1027, 3117, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54535, -1012, 3016, -2462, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54569, -1010, 3116, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54603, -974, 3035, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54637, -998, 3068, -2474, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54671, -1021, 3096, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54705, -1001, 3095, -2472, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54739, -992, 3056, -2485, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54773, -1005, 3055, -2449, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54807, -1008, 3054, -2453, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54841, -1027, 3049, -2473, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54878, -996, 3027, -2464, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54915, -1011, 3096, -2479, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54952, -998, 3073, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54990, -1040, 3115, -2464, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55027, -1021, 3072, -2515, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55064, -994, 3083, -2448, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55101, -1007, 3087, -2562, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55139, -1014, 3083, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55176, -984, 3050, -2503, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55213, -1000, 3083, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55251, -1015, 3080, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55289, -1000, 3073, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55328, -1010, 3072, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55367, -1015, 3079, -2503, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55405, -1035, 3079, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55444, -1002, 3087, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55483, -987, 3059, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55521, -994, 3051, -2482, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55560, -1010, 3043, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55599, -983, 3062, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55638, -1000, 3066, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55674, -989, 3059, -2550, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55711, -1012, 3067, -2481, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55747, -1014, 3074, -2550, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55784, -979, 3056, -2471, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55820, -968, 3069, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55857, -1000, 3080, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55893, -996, 3053, -2483, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55930, -991, 3059, -2532, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
55966, -1032, 3053, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56003, -1017, 3060, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56040, -1022, 3070, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56080, -1001, 3072, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56121, -1014, 3042, -2498, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56162, -1003, 3058, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56203, -1000, 3071, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56244, -989, 3043, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56285, -1029, 3117, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56326, -980, 3046, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56367, -975, 3088, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56408, -989, 3084, -2553, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56449, -1010, 3033, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56487, -987, 3063, -2548, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56526, -994, 3086, -2543, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56564, -989, 3063, -2535, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56603, -1002, 3054, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56642, -1028, 3068, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56680, -1001, 3085, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56719, -996, 3075, -2489, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56757, -990, 3043, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56796, -974, 3057, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56835, -998, 3039, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56875, -1033, 3086, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56916, -1007, 3082, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56957, -1009, 3088, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
56998, -999, 3080, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57039, -963, 3036, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57080, -988, 3087, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57121, -978, 3075, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57162, -994, 3058, -2499, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57203, -1011, 3058, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57244, -986, 3080, -2554, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57285, -990, 3041, -2484, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57321, -993, 3063, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57358, -1011, 3104, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57394, -980, 3066, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57431, -997, 3104, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57467, -1012, 3104, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57504, -986, 3070, -2489, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57540, -971, 3046, -2506, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57577, -1005, 3072, -2475, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57613, -1022, 3116, -2535, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57650, -1009, 3092, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57688, -1011, 3084, -2490, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57727, -991, 3168, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57765, -1001, 3163, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57804, -990, 3100, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57842, -992, 3040, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57881, -982, 3019, -2479, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57919, -979, 3023, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57958, -918, 2969, -2502, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
57996, -966, 3017, -2470, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58035, -1005, 3100, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58071, -1024, 3089, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58108, -1010, 3118, -2504, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58145, -1019, 3070, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58182, -1012, 3089, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58219, -1027, 3036, -2471, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58255, -1019, 3049, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58292, -1023, 3071, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58329, -1026, 3057, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58366, -1000, 3050, -2491, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58403, -984, 3114, -2489, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58440, -1006, 3067, -2558, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58479, -1021, 3065, -2504, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58519, -1002, 3060, -2483, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58558, -1008, 3105, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58598, -1022, 3093, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58637, -1015, 3043, -2488, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58677, -1027, 3063, -2503, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58716, -1007, 3074, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58756, -1026, 3070, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58795, -1028, 3064, -2499, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58835, -1034, 3062, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58869, -1044, 3042, -2499, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58904, -1028, 3064, -2502, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58939, -1022, 3094, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
58973, -1014, 3064, -2544, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59008, -1010, 3081, -2468, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59043, -993, 3061, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59078, -1005, 3066, -2463, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59112, -1004, 3093, -2532, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59147, -998, 3069, -2540, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59182, -1012, 3045, -2455, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59217, -988, 3069, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59257, -1017, 3096, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59297, -1008, 3062, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59337, -996, 3096, -2495, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59378, -1003, 3071, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59418, -993, 3052, -2502, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59458, -1010, 3054, -2478, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59499, -1008, 3063, -2484, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59539, -975, 3077, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59579, -964, 3032, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59620, -1000, 3113, -2497, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59660, -1006, 3090, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59700, -1006, 3067, -2476, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59740, -1005, 3054, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59780, -995, 3048, -2506, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59821, -984, 3053, -2488, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59861, -982, 3058, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59901, -1020, 3089, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59941, -999, 3110, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
59981, -966, 3119, -2529, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60022, -979, 3078, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60059, -1012, 3084, -2480, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60097, -1006, 3043, -2479, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60134, -975, 3084, -2485, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60172, -988, 3081, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60209, -975, 3092, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60247, -985, 3139, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60284, -960, 3094, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60322, -981, 3043, -2459, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60359, -1016, 3092, -2503, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60397, -1003, 3087, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60435, -977, 3077, -2478, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60475, -957, 3079, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60516, -1012, 3102, -2475, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60556, -991, 3106, -2489, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60597, -987, 3077, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60638, -991, 3079, -2464, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60678, -986, 3078, -2495, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60719, -1013, 3095, -2472, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60759, -993, 3062, -2463, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60800, -1005, 3100, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60841, -1012, 3094, -2495, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60880, -984, 3113, -2440, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60920, -999, 3108, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
60960, -1023, 3073, -2452, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61000, -1021, 3088, -2423, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61040, -1042, 3123, -2466, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61079, -1027, 3114, -2460, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61119, -999, 3071, -2416, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61159, -1016, 3127, -2455, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61199, -1008, 3087, -2450, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61239, -988, 3086, -2420, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61275, -993, 3148, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61311, -1029, 3119, -2420, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61347, -1033, 3104, -2454, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61383, -1019, 3049, -2420, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61419, -1042, 3099, -2412, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61455, -1052, 3105, -2457, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61491, -1015, 3135, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61527, -1004, 3101, -2463, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61563, -1021, 3118, -2472, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61599, -1006, 3096, -2437, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61636, -1036, 3125, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61676, -1013, 3110, -2451, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61717, -995, 3090, -2417, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61757, -1010, 3119, -2480, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61798, -1015, 3186, -2529, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61838, -984, 3059, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61879, -993, 3087, -2449, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61919, -1000, 3128, -2484, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
61960, -1008, 3098, -2467, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62000, -1012, 3100, -2462, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62041, -997, 3108, -2452, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62078, -983, 3085, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62115, -981, 3148, -2450, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62152, -988, 3174, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62190, -981, 3153, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62227, -994, 3120, -2479, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62264, -972, 3109, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62301, -923, 2981, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62339, -914, 3002, -2484, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62376, -918, 3024, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62413, -928, 3021, -2474, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62451, -968, 3072, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62489, -959, 3119, -2543, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62528, -926, 3077, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62566, -966, 3086, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62605, -954, 3011, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62643, -958, 3085, -2514, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62682, -953, 3034, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62720, -922, 3055, -2515, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62759, -957, 3053, -2525, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62797, -974, 3068, -2568, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62836, -946, 3025, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62872, -952, 3061, -2568, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62909, -949, 3080, -2581, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62946, -952, 3052, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
62983, -942, 3041, -2556, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63020, -955, 3035, -2540, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63056, -961, 3041, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63093, -995, 3096, -2559, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63130, -999, 3060, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63167, -985, 3047, -2557, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
