14628, -652, 3311, -2407, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41392, -948, 3536, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41430, -906, 3550, -1813, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41467, -925, 3521, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41505, -930, 3538, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41542, -902, 3532, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41580, -918, 3548, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41625, -906, 3513, -1809, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41670, -907, 3554, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41715, -900, 3497, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41761, -903, 3507, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41806, -890, 3548, -1822, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41851, -907, 3564, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41897, -945, 3555, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41942, -904, 3515, -1806, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41987, -923, 3556, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42033, -888, 3540, -1809, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42068, -913, 3562, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42103, -924, 3541, -1817, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42138, -913, 3562, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42173, -945, 3546, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42208, -924, 3538, -1793, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42243, -923, 3555, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42278, -933, 3547, -1816, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42313, -926, 3535, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42348, -927, 3591, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42383, -899, 3540, -1833, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42423, -909, 3520, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42464, -909, 3555, -1824, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42505, -922, 3582, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42545, -877, 3526, -1808, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42586, -886, 3554, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42627, -901, 3527, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42668, -881, 3565, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42708, -896, 3539, -1894, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42749, -922, 3546, -1803, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42790, -918, 3538, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42831, -933, 3556, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42866, -933, 3544, -1846, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42902, -905, 3508, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42938, -925, 3522, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
42974, -926, 3509, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43010, -911, 3490, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43045, -939, 3523, -1792, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43081, -871, 3533, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43117, -917, 3554, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43153, -915, 3516, -1871, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43189, -936, 3518, -1815, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43228, -921, 3569, -1869, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43268, -892, 3509, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43307, -915, 3531, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43347, -931, 3524, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43386, -913, 3543, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43426, -911, 3543, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43465, -909, 3536, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43505, -907, 3528, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43544, -915, 3524, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43584, -953, 3581, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43624, -871, 3547, -1896, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43659, -893, 3520, -1807, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43694, -897, 3517, -1889, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43729, -931, 3519, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43764, -891, 3559, -1889, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43799, -888, 3564, -1868, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43834, -928, 3513, -1821, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43869, -933, 3553, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43904, -939, 3553, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43939, -892, 3513, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
43975, -911, 3528, -1855, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44016, -922, 3516, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44057, -920, 3544, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44098, -899, 3547, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44140, -934, 3553, -1860, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44181, -889, 3538, -1820, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44222, -915, 3534, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44264, -939, 3511, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44305, -917, 3530, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44346, -915, 3541, -1869, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44388, -913, 3517, -1812, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44428, -907, 3550, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44469, -923, 3565, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44509, -899, 3518, -1848, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44550, -912, 3534, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44591, -929, 3520, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44631, -925, 3545, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44672, -938, 3526, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44713, -926, 3531, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44753, -943, 3523, -1892, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44794, -910, 3547, -1817, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44835, -913, 3532, -1895, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44869, -935, 3523, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44904, -917, 3521, -1885, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44939, -926, 3531, -1883, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
44974, -935, 3507, -1822, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45009, -925, 3543, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45044, -933, 3528, -1881, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45079, -896, 3529, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45114, -906, 3539, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45149, -905, 3541, -1869, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45184, -917, 3540, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45225, -937, 3520, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45266, -924, 3521, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45308, -923, 3575, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45349, -902, 3589, -1890, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45390, -935, 3582, -1796, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45432, -894, 3530, -1881, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45473, -902, 3531, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45514, -939, 3509, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45556, -849, 3536, -1871, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45597, -930, 3558, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45639, -910, 3505, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45673, -896, 3469, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45708, -891, 3477, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45743, -881, 3461, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45778, -918, 3496, -1799, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45813, -955, 3577, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45847, -919, 3539, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45882, -894, 3515, -1820, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45917, -911, 3522, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45952, -874, 3578, -1814, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
45987, -885, 3536, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46030, -878, 3563, -1867, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46073, -869, 3550, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46116, -858, 3563, -1883, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46159, -867, 3534, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46202, -874, 3549, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46245, -912, 3572, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46288, -907, 3555, -1877, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46331, -860, 3512, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46374, -890, 3563, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46418, -880, 3540, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46451, -887, 3543, -1868, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46484, -908, 3530, -1796, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46517, -874, 3557, -1874, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46550, -856, 3572, -1803, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46583, -890, 3511, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46617, -905, 3544, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46650, -898, 3543, -1848, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46683, -878, 3544, -1888, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46716, -874, 3517, -1813, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46749, -906, 3549, -1878, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46783, -891, 3539, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46830, -879, 3519, -1839, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46877, -914, 3542, -1862, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46924, -893, 3517, -1855, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
46971, -901, 3521, -1844, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47018, -903, 3562, -1894, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47065, -919, 3562, -1827, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47112, -899, 3549, -1883, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47159, -903, 3564, -1830, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47206, -908, 3539, -1878, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47254, -930, 3536, -1838, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47287, -908, 3544, -1871, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47321, -923, 3545, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47354, -932, 3535, -1801, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47388, -928, 3540, -1849, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47421, -919, 3544, -1849, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47455, -911, 3550, -1839, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47488, -902, 3519, -1826, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47522, -910, 3512, -1834, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47555, -905, 3558, -1840, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47589, -904, 3508, -1860, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47623, -911, 3525, -1837, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47658, -898, 3538, -1865, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47692, -950, 3535, -1871, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47727, -924, 3558, -1904, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47762, -924, 3548, -1836, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47796, -903, 3543, -1860, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47831, -915, 3516, -1864, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47866, -913, 3506, -1830, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47900, -929, 3537, -1857, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47935, -930, 3540, -1839, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
47970, -904, 3533, -1819, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48014, -913, 3552, -1832, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48059, -961, 3542, -1843, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48103, -923, 3524, -1828, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48148, -904, 3500, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48193, -894, 3508, -1816, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48237, -963, 3543, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48282, -922, 3599, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48326, -955, 3600, -1869, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48371, -921, 3551, -1831, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48416, -921, 3542, -1821, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48448, -928, 3583, -1863, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48481, -903, 3500, -1832, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48513, -918, 3478, -1853, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48546, -897, 3464, -1847, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48578, -902, 3483, -1872, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48611, -891, 3531, -1838, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48643, -946, 3552, -1840, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48676, -969, 3545, -1866, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48708, -916, 3501, -1844, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48741, -932, 3543, -1820, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48774, -929, 3530, -1924, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48815, -959, 3553, -1799, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48857, -928, 3541, -1881, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48898, -907, 3502, -1857, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48940, -911, 3531, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
48982, -922, 3541, -1893, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49023, -922, 3508, -1843, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49065, -925, 3543, -1867, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49106, -946, 3525, -1856, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49148, -905, 3520, -1850, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49190, -909, 3527, -1841, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49229, -885, 3543, -1855, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49268, -890, 3529, -1826, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49307, -908, 3533, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49346, -932, 3543, -1797, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49386, -858, 3520, -1890, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49425, -888, 3545, -1851, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49464, -916, 3532, -1856, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49503, -925, 3569, -1828, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49542, -915, 3561, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49582, -910, 3539, -1827, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49620, -909, 3552, -1818, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49658, -918, 3536, -1855, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49696, -907, 3515, -1828, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49734, -897, 3530, -1838, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49772, -901, 3562, -1833, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49810, -936, 3582, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49848, -927, 3525, -1823, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49886, -952, 3556, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49924, -922, 3544, -1819, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
49962, -899, 3534, -1840, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50001, -928, 3558, -1843, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50038, -901, 3531, -1844, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50075, -942, 3598, -1823, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50112, -903, 3569, -1867, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50150, -906, 3534, -1824, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
