85531, 436, 3760, -674, 65, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112094, 318, 3948, -1068, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112139, 312, 3929, -1043, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112172, 329, 3974, -1074, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112206, 316, 3944, -1061, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112239, 306, 3957, -1053, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112273, 329, 3944, -1059, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112307, 335, 3952, -1059, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112340, 326, 3936, -1056, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112374, 343, 3937, -1066, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112408, 327, 3933, -1064, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112441, 300, 3921, -1041, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112475, 317, 3951, -1031, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112509, 329, 3961, -1035, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112551, 332, 3969, -1037, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112594, 341, 3947, -1054, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112636, 341, 3929, -1044, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112679, 341, 3974, -1047, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112721, 324, 3940, -1038, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112764, 329, 3940, -1021, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112806, 323, 3946, -1024, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112849, 335, 3938, -1058, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112891, 326, 3953, -1042, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112934, 319, 3946, -1039, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112968, 312, 3973, -1033, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113003, 308, 3952, -1059, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113038, 313, 3929, -1043, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113073, 288, 3952, -1039, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113108, 285, 3956, -1038, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113142, 287, 3956, -1012, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113177, 287, 3969, -1023, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113212, 296, 3966, -1045, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113247, 295, 3935, -1057, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113282, 288, 3965, -1013, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113317, 294, 3960, -1047, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113358, 310, 3971, -1053, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113399, 299, 3973, -1023, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113440, 311, 3971, -1036, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113481, 319, 3958, -1036, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113523, 298, 3958, -1016, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113564, 299, 3968, -1017, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113605, 286, 3973, -1024, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113646, 272, 3953, -1024, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113687, 299, 3969, -1041, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113729, 288, 3949, -1048, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113766, 303, 3945, -1058, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113803, 278, 3947, -1030, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113840, 270, 3963, -1046, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113877, 286, 3946, -1065, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113915, 301, 3945, -1017, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113952, 308, 3976, -1061, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
113989, 299, 3944, -1035, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114026, 305, 3957, -1045, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114063, 323, 3971, -1046, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114101, 315, 3971, -1062, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114142, 321, 3948, -1047, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114183, 300, 3961, -1065, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114224, 329, 3956, -1066, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114265, 300, 3957, -1047, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114306, 318, 3950, -1065, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114347, 311, 3942, -1054, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114388, 314, 3952, -1073, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114429, 288, 3959, -1046, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114470, 280, 3945, -1075, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114511, 314, 3953, -1062, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114553, 304, 3954, -1082, 80, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114587, 302, 3986, -1056, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114621, 273, 3893, -1045, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114655, 328, 3956, -1074, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114689, 340, 3967, -1086, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114723, 356, 3939, -1086, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114757, 346, 3939, -1068, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114791, 315, 3944, -1093, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114825, 321, 3944, -1081, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114859, 307, 3949, -1075, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114893, 312, 3939, -1062, 82, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114931, 316, 3944, -1062, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
114970, 302, 3947, -1085, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115009, 293, 3944, -1109, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115048, 301, 3914, -1123, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115087, 332, 3945, -1087, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115125, 296, 3947, -1123, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115164, 325, 3944, -1068, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115203, 309, 3946, -1094, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115242, 330, 3940, -1116, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115281, 339, 3950, -1088, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115320, 327, 3957, -1095, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115356, 333, 3966, -1114, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115393, 358, 3930, -1112, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115429, 346, 3922, -1088, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115466, 351, 3926, -1094, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115503, 336, 3951, -1074, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115539, 302, 3938, -1086, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115576, 315, 3911, -1082, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115612, 331, 3919, -1083, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115649, 353, 3941, -1071, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115686, 327, 3966, -1085, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115728, 319, 3925, -1069, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115770, 339, 3933, -1066, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115812, 328, 3947, -1086, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115854, 334, 3956, -1049, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115896, 317, 3932, -1044, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115938, 334, 3947, -1064, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
115980, 335, 3932, -1035, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116022, 314, 3935, -1049, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116064, 317, 3947, -1052, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116107, 332, 3937, -1039, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116144, 319, 3966, -1053, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116182, 318, 3951, -1048, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116219, 334, 3961, -1029, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116257, 313, 3962, -1046, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116294, 302, 3940, -1057, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116332, 311, 3936, -1034, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116369, 325, 3949, -1039, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116407, 338, 3967, -1051, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116444, 317, 3969, -1039, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116482, 308, 3933, -1051, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116520, 306, 3964, -1050, 84, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116561, 306, 3922, -1055, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116603, 308, 3977, -1065, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116644, 310, 3953, -1040, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116686, 306, 3951, -1051, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116728, 308, 3952, -1059, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116769, 310, 3937, -1054, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116811, 315, 3975, -1004, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116852, 306, 3950, -1064, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116894, 311, 3956, -1057, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116936, 322, 3939, -1038, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
116969, 340, 3968, -1041, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117003, 330, 3968, -1065, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117037, 337, 3963, -1040, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117071, 352, 3955, -1067, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117105, 332, 3967, -1054, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117139, 306, 3942, -1043, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117173, 330, 3930, -1046, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117207, 288, 3984, -1076, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117241, 341, 3953, -1050, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117275, 288, 3901, -1029, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117309, 303, 3961, -1060, 85, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117346, 366, 4005, -1020, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117383, 334, 3969, -1047, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117421, 316, 3992, -1041, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117458, 411, 4242, -935, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117496, 400, 4176, -833, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
117533, 109, 4204, -834, 88, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
