14652, -1102, 3827, -1022, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39139, -1023, 3848, -1037, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39173, -1082, 3851, -1072, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39207, -1023, 3859, -978, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39241, -1047, 3841, -1069, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39275, -1045, 3827, -1017, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39309, -1044, 3816, -1033, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39343, -1020, 3813, -996, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39377, -1057, 3793, -1008, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39411, -1049, 3854, -1020, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39445, -1090, 3741, -988, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39487, -1048, 3779, -991, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39529, -1069, 3793, -1047, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39572, -1039, 3888, -971, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39614, -1040, 3797, -1005, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39657, -1046, 3884, -1067, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39699, -1048, 3801, -962, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39741, -1051, 3807, -1027, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39784, -1060, 3835, -980, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39826, -1047, 3799, -991, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39869, -1052, 3828, -1020, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39906, -1045, 3818, -1026, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39943, -1024, 3812, -1038, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39980, -1031, 3760, -1080, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40017, -1062, 3855, -1017, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40054, -1034, 3818, -1128, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40092, -1043, 3850, -1003, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40129, -1047, 3798, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40166, -1065, 3817, -1073, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40203, -1072, 3852, -1071, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40240, -1024, 3832, -1096, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40278, -1021, 3789, -1054, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40317, -1009, 3823, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40356, -984, 3847, -1097, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40396, -1001, 3827, -1102, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40435, -993, 3789, -1100, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40475, -984, 3775, -1135, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40514, -1022, 3845, -1076, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40553, -997, 3842, -1161, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40593, -1038, 3869, -1077, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40632, -1027, 3805, -1105, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40672, -1032, 3804, -1089, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40708, -1009, 3801, -1099, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40744, -1018, 3871, -1080, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40780, -1008, 3819, -1095, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40817, -1046, 3855, -1124, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40853, -1008, 3773, -1041, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40889, -1023, 3809, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40925, -1030, 3891, -1121, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40962, -1029, 3822, -1068, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
40998, -1063, 3791, -1104, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41034, -1090, 3802, -1054, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41071, -971, 3785, -1050, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41111, -1018, 3775, -1121, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41151, -1002, 3658, -1101, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41192, -1049, 3803, -1088, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41232, -987, 3731, -1053, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41273, -959, 3837, -1070, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41313, -1070, 3826, -1053, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41353, -1069, 3804, -1047, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41394, -1055, 3792, -1038, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41434, -1064, 3782, -1052, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41475, -1044, 3794, -1042, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41514, -1057, 3776, -1116, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41553, -1078, 3838, -1021, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41592, -1034, 3807, -1139, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41632, -1045, 3842, -1012, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41671, -1075, 3805, -1103, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41710, -1069, 3782, -1047, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41750, -1055, 3832, -1046, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41789, -1056, 3852, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41828, -1061, 3811, -1024, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41868, -1078, 3813, -1047, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41904, -1043, 3814, -1038, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41941, -1064, 3834, -1052, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
41977, -1067, 3814, -1036, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42014, -1073, 3816, -1022, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42050, -1045, 3777, -1053, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42087, -1134, 3849, -981, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42123, -1108, 3856, -1121, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42160, -1071, 3795, -977, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42196, -1062, 3787, -1066, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42233, -1092, 3827, -1055, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42270, -1089, 3841, -1019, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42310, -1067, 3807, -1046, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42351, -1051, 3786, -1019, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42391, -1051, 3820, -1019, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42432, -1078, 3813, -1004, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42472, -1073, 3820, -1030, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42513, -1086, 3749, -1016, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42553, -1068, 3795, -1044, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42594, -1076, 3736, -1039, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42634, -1069, 3836, -977, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42675, -932, 3857, -1064, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42713, -1062, 3879, -986, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42751, -1105, 3847, -1080, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42789, -1073, 3769, -1030, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42828, -1039, 3827, -1051, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42866, -1023, 3839, -1073, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42904, -1038, 3834, -1018, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42942, -1049, 3837, -1049, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
42981, -1001, 3798, -1029, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43019, -1028, 3834, -1046, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43057, -1024, 3851, -1072, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43096, -1014, 3852, -1064, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43133, -1028, 3820, -1057, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43171, -1000, 3832, -1057, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43208, -998, 3830, -1088, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43246, -972, 3847, -1076, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43284, -962, 3806, -1103, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43321, -1000, 3838, -1080, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43359, -967, 3814, -1078, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43396, -947, 3847, -1109, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43434, -972, 3847, -1061, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43472, -982, 3977, -1106, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43512, -988, 3870, -1049, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43552, -1012, 3798, -1056, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43593, -1023, 3850, -1106, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43633, -986, 3813, -1128, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43674, -919, 3750, -1060, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43714, -959, 3731, -1086, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43754, -1000, 3769, -1050, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43795, -948, 3640, -1038, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43835, -994, 3852, -1065, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43876, -1014, 3887, -1096, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43913, -1019, 3839, -1058, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43950, -1023, 3839, -1105, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
43987, -1023, 3814, -1053, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44024, -1016, 3802, -1074, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44061, -1021, 3825, -1067, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44098, -1025, 3804, -1066, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44135, -995, 3845, -1091, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44172, -1024, 3827, -1089, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44209, -1041, 3773, -1057, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44246, -1026, 3793, -1112, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44284, -1009, 3805, -1076, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44322, -1020, 3829, -1067, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44361, -1018, 3811, -1096, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44400, -1030, 3782, -1088, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44438, -1005, 3822, -1071, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44477, -1003, 3824, -1114, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44516, -1022, 3811, -1087, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44554, -1062, 3829, -1083, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44593, -1031, 3761, -1061, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44632, -1009, 3796, -1103, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44671, -1009, 3831, -1116, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44709, -995, 3799, -1092, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44747, -986, 3729, -1138, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44785, -996, 3821, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44823, -1025, 3857, -1173, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44861, -996, 3807, -1070, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44899, -988, 3820, -1139, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44937, -988, 3803, -1117, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
44975, -1048, 3870, -1075, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45013, -982, 3788, -1149, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45051, -961, 3812, -1074, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45090, -953, 3818, -1092, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45129, -1014, 3861, -1092, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45168, -997, 3790, -1091, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45207, -1026, 3810, -1084, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45247, -1009, 3811, -1078, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45286, -1021, 3794, -1126, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45325, -1050, 3857, -1014, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45365, -996, 3833, -1131, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45404, -985, 3831, -1069, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45443, -1020, 3807, -1103, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45483, -985, 3824, -1080, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45521, -1011, 3832, -1075, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45560, -1024, 3822, -1045, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45599, -1008, 3761, -1065, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45638, -1027, 3804, -1059, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
45677, -1022, 3816, -1063, 81, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
